ret_1,close_norm_1,vol_ratio_1,ret_2,close_norm_2,vol_ratio_2,ret_3,close_norm_3,vol_ratio_3,ret_4,close_norm_4,vol_ratio_4,ret_5,close_norm_5,vol_ratio_5,ret_6,close_norm_6,vol_ratio_6,ret_7,close_norm_7,vol_ratio_7,ret_8,close_norm_8,vol_ratio_8,ret_9,close_norm_9,vol_ratio_9,ret_10,close_norm_10,vol_ratio_10,ret_11,close_norm_11,vol_ratio_11,ret_12,close_norm_12,vol_ratio_12,ret_13,close_norm_13,vol_ratio_13,ret_14,close_norm_14,vol_ratio_14,ret_15,close_norm_15,vol_ratio_15,ret_16,close_norm_16,vol_ratio_16,ret_17,close_norm_17,vol_ratio_17,ret_18,close_norm_18,vol_ratio_18,ret_19,close_norm_19,vol_ratio_19,ret_20,close_norm_20,vol_ratio_20,ret_21,close_norm_21,vol_ratio_21,ret_22,close_norm_22,vol_ratio_22,ret_23,close_norm_23,vol_ratio_23,ret_24,close_norm_24,vol_ratio_24,ret_25,close_norm_25,vol_ratio_25,ret_26,close_norm_26,vol_ratio_26,ret_27,close_norm_27,vol_ratio_27,ret_28,close_norm_28,vol_ratio_28,ret_29,close_norm_29,vol_ratio_29,ret_30,close_norm_30,vol_ratio_30,ret_31,close_norm_31,vol_ratio_31,ret_32,close_norm_32,vol_ratio_32,ret_33,close_norm_33,vol_ratio_33,ret_34,close_norm_34,vol_ratio_34,ret_35,close_norm_35,vol_ratio_35,ret_36,close_norm_36,vol_ratio_36,ret_37,close_norm_37,vol_ratio_37,ret_38,close_norm_38,vol_ratio_38,ret_39,close_norm_39,vol_ratio_39,ret_40,close_norm_40,vol_ratio_40,ret_41,close_norm_41,vol_ratio_41,ret_42,close_norm_42,vol_ratio_42,ret_43,close_norm_43,vol_ratio_43,ret_44,close_norm_44,vol_ratio_44,ret_45,close_norm_45,vol_ratio_45,ret_46,close_norm_46,vol_ratio_46,ret_47,close_norm_47,vol_ratio_47,ret_48,close_norm_48,vol_ratio_48,ret_49,close_norm_49,vol_ratio_49,ret_50,close_norm_50,vol_ratio_50,ret_51,close_norm_51,vol_ratio_51,ret_52,close_norm_52,vol_ratio_52,ret_53,close_norm_53,vol_ratio_53,ret_54,close_norm_54,vol_ratio_54,ret_55,close_norm_55,vol_ratio_55,ret_56,close_norm_56,vol_ratio_56,ret_57,close_norm_57,vol_ratio_57,ret_58,close_norm_58,vol_ratio_58,ret_59,close_norm_59,vol_ratio_59,ret_60,close_norm_60,vol_ratio_60,ret_61,close_norm_61,vol_ratio_61,ret_62,close_norm_62,vol_ratio_62,ret_63,close_norm_63,vol_ratio_63,ret_64,close_norm_64,vol_ratio_64,ret_65,close_norm_65,vol_ratio_65,ret_66,close_norm_66,vol_ratio_66,ret_67,close_norm_67,vol_ratio_67,ret_68,close_norm_68,vol_ratio_68,ret_69,close_norm_69,vol_ratio_69,ret_70,close_norm_70,vol_ratio_70,ret_71,close_norm_71,vol_ratio_71,ret_72,close_norm_72,vol_ratio_72,ret_73,close_norm_73,vol_ratio_73,ret_74,close_norm_74,vol_ratio_74,ret_75,close_norm_75,vol_ratio_75,ret_76,close_norm_76,vol_ratio_76,ret_77,close_norm_77,vol_ratio_77,ret_78,close_norm_78,vol_ratio_78,ret_79,close_norm_79,vol_ratio_79,ret_80,close_norm_80,vol_ratio_80,ret_81,close_norm_81,vol_ratio_81,ret_82,close_norm_82,vol_ratio_82,ret_83,close_norm_83,vol_ratio_83,ret_84,close_norm_84,vol_ratio_84,ret_85,close_norm_85,vol_ratio_85,ret_86,close_norm_86,vol_ratio_86,ret_87,close_norm_87,vol_ratio_87,ret_88,close_norm_88,vol_ratio_88,ret_89,close_norm_89,vol_ratio_89,ret_90,close_norm_90,vol_ratio_90,ret_91,close_norm_91,vol_ratio_91,ret_92,close_norm_92,vol_ratio_92,ret_93,close_norm_93,vol_ratio_93,ret_94,close_norm_94,vol_ratio_94,ret_95,close_norm_95,vol_ratio_95,ret_96,close_norm_96,vol_ratio_96,ret_97,close_norm_97,vol_ratio_97,ret_98,close_norm_98,vol_ratio_98,ret_99,close_norm_99,vol_ratio_99,ret_100,close_norm_100,vol_ratio_100,ret_101,close_norm_101,vol_ratio_101,ret_102,close_norm_102,vol_ratio_102,ret_103,close_norm_103,vol_ratio_103,ret_104,close_norm_104,vol_ratio_104,ret_105,close_norm_105,vol_ratio_105,ret_106,close_norm_106,vol_ratio_106,ret_107,close_norm_107,vol_ratio_107,ret_108,close_norm_108,vol_ratio_108,ret_109,close_norm_109,vol_ratio_109,ret_110,close_norm_110,vol_ratio_110,ret_111,close_norm_111,vol_ratio_111,ret_112,close_norm_112,vol_ratio_112,ret_113,close_norm_113,vol_ratio_113,ret_114,close_norm_114,vol_ratio_114,ret_115,close_norm_115,vol_ratio_115,ret_116,close_norm_116,vol_ratio_116,ret_117,close_norm_117,vol_ratio_117,ret_118,close_norm_118,vol_ratio_118,ret_119,close_norm_119,vol_ratio_119,ret_120,close_norm_120,vol_ratio_120,ret_121,close_norm_121,vol_ratio_121,ret_122,close_norm_122,vol_ratio_122,ret_123,close_norm_123,vol_ratio_123,ret_124,close_norm_124,vol_ratio_124,ret_125,close_norm_125,vol_ratio_125,ret_126,close_norm_126,vol_ratio_126,ret_127,close_norm_127,vol_ratio_127,ret_128,close_norm_128,vol_ratio_128,ret_129,close_norm_129,vol_ratio_129,ret_130,close_norm_130,vol_ratio_130,ret_131,close_norm_131,vol_ratio_131,ret_132,close_norm_132,vol_ratio_132,ret_133,close_norm_133,vol_ratio_133,ret_134,close_norm_134,vol_ratio_134,ret_135,close_norm_135,vol_ratio_135,ret_136,close_norm_136,vol_ratio_136,ret_137,close_norm_137,vol_ratio_137,ret_138,close_norm_138,vol_ratio_138,ret_139,close_norm_139,vol_ratio_139,ret_140,close_norm_140,vol_ratio_140,ret_141,close_norm_141,vol_ratio_141,ret_142,close_norm_142,vol_ratio_142,ret_143,close_norm_143,vol_ratio_143,ret_144,close_norm_144,vol_ratio_144,ret_145,close_norm_145,vol_ratio_145,ret_146,close_norm_146,vol_ratio_146,ret_147,close_norm_147,vol_ratio_147,ret_148,close_norm_148,vol_ratio_148,ret_149,close_norm_149,vol_ratio_149,ret_150,close_norm_150,vol_ratio_150,rs_at_d2,rs_20,rs_50,rs_150,rs_trend,rsi_14,bb_pos,pos_52w_high,pos_52w_low,atr_ratio,ma20_pos,ma50_pos,sec_Technology,sec_Healthcare,sec_Financial,sec_Consumer,sec_Energy,sec_Industrial,sec_Materials,sec_Utilities,sec_Real Estate,sec_Communication,sec_Other,cap_MegaCap,cap_LargeCap,cap_MidCap,cap_SmallCap,ticker,date,label,entry
0.0,0.0,1.2292,2.0247,0.0395,1.5341,0.7299,0.054,0.7287,0.2491,0.059,0.6192,-1.265,0.0336,0.9163,0.8694,0.0508,0.7289,-0.0907,0.049,0.5518,0.2043,0.0531,0.3718,0.4531,0.0622,0.7075,0.0677,0.0635,1.1108,1.7354,0.0985,1.2091,3.4559,0.1693,1.483,-1.4775,0.138,0.8429,-0.2825,0.1321,1.1461,0.0654,0.1335,1.0459,-0.0436,0.1325,0.8853,-0.4794,0.1226,0.7342,3.4158,0.1934,1.0844,-0.2752,0.1875,0.9621,1.7834,0.2256,1.1668,8.9487,0.4203,2.5994,5.3609,0.5474,2.8935,1.3811,0.5819,1.9991,1.0217,0.6078,0.951,3.5841,0.6995,1.1584,-2.0898,0.6441,1.2269,-3.254,0.5597,1.2569,1.519,0.5978,0.5407,-0.9263,0.5742,0.7652,0.5214,0.5874,0.5226,2.7902,0.6582,0.7884,0.2784,0.6655,0.6098,0.1215,0.6686,0.6598,-0.9012,0.645,0.7511,-2.2036,0.5878,0.7627,1.824,0.6341,0.4877,-3.2842,0.5493,0.9525,-0.3269,0.5411,0.6096,0.7105,0.5588,0.8708,1.0673,0.5856,0.5727,1.4677,0.6228,0.5348,7.7262,0.8216,1.7676,2.0632,0.8788,1.3475,1.476,0.9206,0.9692,-2.5771,0.8466,1.3486,-1.5255,0.8039,0.6828,1.5985,0.8479,0.7818,-0.438,0.8357,0.4358,-1.2545,0.8007,0.7361,0.363,0.8107,0.6751,-0.2301,0.8044,0.6139,-0.0824,0.8021,0.6611,1.7315,0.8498,0.6825,2.2532,0.9128,0.5927,-0.428,0.9006,0.5564,0.4299,0.9128,0.8893,3.0438,1.0,1.2234,-4.2923,0.8734,2.5417,-14.1617,0.4734,3.0824,2.4157,0.532,1.1855,-1.1337,0.5039,0.8646,5.8813,0.6482,0.8795,-2.0961,0.5937,1.001,-5.4237,0.4557,1.0721,-0.2641,0.4494,1.0872,1.1538,0.4771,0.5244,0.0187,0.4775,0.7212,1.9069,0.5238,0.7269,-1.7795,0.4798,0.5994,-1.0086,0.4553,0.5688,-0.0943,0.453,0.5342,1.2842,0.4839,0.6344,1.3612,0.517,0.5655,-1.9316,0.4694,0.5906,2.2885,0.5247,0.5565,-5.5382,0.3877,1.2277,1.0095,0.4113,0.7055,-1.5184,0.3754,0.6479,-2.4005,0.3196,0.7187,2.7195,0.3813,0.9432,-9.2077,0.1666,7.03,-0.729,0.1512,11.2047,1.6631,0.1861,0.8478,-2.7618,0.1271,1.4712,1.005,0.148,0.4298,-0.411,0.1394,0.3265,0.3475,0.1466,0.5396,-1.1688,0.1221,0.8654,-0.3285,0.1153,0.2653,0.813,0.1321,0.2638,-0.8065,0.1153,0.7973,2.1753,0.1602,0.6158,1.7204,0.1966,0.6254,-2.7696,0.1371,0.835,-0.5436,0.1257,0.5537,-1.9021,0.0862,0.6383,2.2732,0.1325,0.5521,1.4818,0.1634,0.5176,1.3313,0.1916,0.4299,0.7629,0.2079,0.3714,0.8623,0.2265,0.5839,1.0425,0.2492,0.3456,-4.7462,0.1448,0.6978,-0.8666,0.1266,1.8365,1.5516,0.1589,0.7289,3.3785,0.2301,1.115,-1.7485,0.192,0.5615,-5.0212,0.0844,0.7241,-0.7584,0.069,0.9015,0.517,0.0794,0.7788,1.4088,0.108,1.1449,-0.6395,0.0949,0.9486,-0.2663,0.0894,0.8483,-0.6676,0.0758,0.9533,1.2097,0.1003,0.6915,0.1992,0.1044,0.8281,0.3755,0.1121,0.9876,0.022,0.1126,0.9163,2.5083,0.1643,1.3776,0.5151,0.1752,0.8246,-1.751,0.138,0.7287,-1.2823,0.1112,1.403,15.3897,0.4285,3.2601,0.2862,0.4353,2.1789,1.8836,0.4803,1.4569,5.1541,0.6055,2.8603,2.1488,0.6605,1.3006,-2.347,0.5992,0.8785,-0.5697,0.5847,1.045,1.325,0.6182,0.8579,0.106,0.621,0.8786,-1.0591,0.5937,0.6444,1.463,0.631,0.2284,-0.4924,0.6182,1.5342,-3.8523,0.5193,0.6381,2.4444,0.5797,0.8879,1.0405,0.606,0.8948,2.8409,0.6786,0.9976,3.453,0.7694,1.6218,-2.8371,0.6922,1.0036,0.0515,0.6936,0.7982,-1.9914,0.6409,0.6177,-0.5605,0.6264,0.4783,0.5461,0.6405,0.6208,2.733,0.7113,1.0091,5.2694,0.8516,2.0302,-5.7832,0.6895,1.8936,-2.6823,0.6187,2.1195,2.5795,0.685,0.7336,4.1337,0.7939,0.8206,31.2481,1.5149,13.4597,21.813,-11.9448,61.3656,0.9328,0.9302,2.1601,0.0443,1.0501,1.1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AMPH,2023-12-22,1,60.92
0.0,0.1296,0.8725,-2.6372,0.1048,0.8749,-1.1647,0.0941,0.6605,2.2879,0.1148,0.8706,-2.0438,0.0959,0.7715,-1.2959,0.0841,1.0611,-1.9199,0.0669,0.7459,0.8023,0.074,0.752,7.5136,0.1406,1.0899,2.4546,0.1639,0.9522,-1.5451,0.1489,0.7128,2.2825,0.1708,1.1183,2.2672,0.1931,0.8726,-0.846,0.1846,0.6579,4.5193,0.2296,0.6786,-0.5714,0.2236,0.8439,0.9055,0.233,0.8074,-8.2055,0.1473,1.2304,0.0026,0.1473,0.7774,-0.0469,0.1469,0.5783,-0.7433,0.1397,1.1034,-4.2278,0.0995,0.7343,1.6983,0.115,0.6083,-2.7598,0.0894,0.5132,-4.4611,0.0492,1.0377,-5.7119,0.0,1.554,3.2953,0.0268,0.9686,4.198,0.062,0.9327,-3.056,0.0353,0.7229,2.5531,0.0569,0.9636,-3.9344,0.0227,3.4123,4.8835,0.0635,1.3446,-3.8248,0.03,0.879,-0.2049,0.0283,0.6789,1.6786,0.0424,0.5825,0.9835,0.0508,0.5274,-0.0725,0.0501,0.517,2.3176,0.0701,0.7398,-1.82,0.0541,1.0149,-3.2398,0.026,0.6426,6.2071,0.078,1.1365,-0.8261,0.0707,0.6087,0.7196,0.077,0.6718,2.3291,0.0977,0.8325,0.1869,0.0994,0.8621,0.4692,0.1037,0.824,-4.416,0.0633,0.8919,3.4629,0.0936,0.6819,-0.602,0.0881,0.5108,1.1669,0.0986,0.5586,1.8729,0.1157,0.56,-2.5151,0.0923,0.7685,0.4646,0.0965,0.5606,7.539,0.165,2.0615,-2.9511,0.1362,1.5674,4.1775,0.1758,1.192,-4.3239,0.1331,1.4949,3.3445,0.1647,2.891,11.9748,0.2817,4.2556,4.2621,0.3283,1.6856,2.1054,0.3523,1.0089,0.305,0.3558,0.769,-4.4111,0.3043,1.0621,-2.9256,0.2717,0.8212,1.2323,0.285,0.5567,-0.0319,0.2847,0.4489,-5.9151,0.2198,0.9171,-0.0533,0.2192,1.0653,1.5471,0.2352,0.8269,5.4733,0.2925,0.9948,2.0377,0.315,0.6272,4.1382,0.3616,0.865,-1.3615,0.3457,0.451,4.4952,0.3977,0.8911,-1.0667,0.3848,0.79,0.6561,0.3927,0.8175,1.1666,0.4067,0.7806,2.5895,0.4383,0.9703,-1.9461,0.4139,1.365,11.5862,0.556,3.0299,2.0346,0.5838,1.4654,1.6035,0.6062,1.1351,0.7388,0.6166,1.0157,1.8711,0.6434,1.1164,1.9141,0.6712,1.0215,1.7972,0.6979,1.3727,0.4737,0.705,1.3609,2.4495,0.7422,1.377,4.5163,0.8124,10.6483,-0.9375,0.7972,0.9061,1.1935,0.8164,0.7481,-1.422,0.7932,0.5644,-0.3131,0.7882,0.6035,4.6803,0.8631,0.5665,6.3446,0.9693,1.1043,0.8675,0.9848,0.6058,-2.011,0.9487,0.5529,-2.9045,0.8975,0.5381,-0.1287,0.8953,0.3727,-14.0254,0.6559,1.3013,7.6405,0.768,1.0723,-0.3403,0.7627,0.4914,-4.6657,0.6892,0.5679,-5.069,0.6131,0.5846,3.5481,0.6637,0.367,-0.0136,0.6635,0.3259,2.0796,0.6941,0.3301,0.5612,0.7026,0.3392,-1.0517,0.6867,0.3248,-5.5681,0.6032,0.9799,-2.3501,0.57,0.6437,2.204,0.6004,0.7002,4.4049,0.6626,0.5131,5.1382,0.7384,0.6714,3.7258,0.7962,0.6269,-2.5315,0.7555,0.4547,0.6988,0.7664,0.5597,-1.6762,0.7399,0.6812,2.6925,0.7817,0.8454,-0.8143,0.7688,0.6375,-3.7112,0.7101,0.8145,1.3751,0.731,1.4579,0.6985,0.7418,2.0172,-0.2301,0.7382,1.5552,5.0635,0.8167,1.0881,-8.6609,0.6757,1.7243,-1.6893,0.6505,0.9849,-4.9089,0.5787,1.1388,0.2787,0.5826,0.8993,-3.3046,0.5365,0.8344,-2.4589,0.5034,0.8625,0.768,0.5135,0.8825,-1.7413,0.4904,0.9811,-0.1075,0.489,1.3174,7.6,0.5879,1.0714,-0.6735,0.5784,0.5821,5.4565,0.6543,0.7237,2.2358,0.6871,0.3828,4.0218,0.7474,0.9705,4.7162,0.8209,1.1078,1.4104,0.8439,0.6263,3.2573,0.8979,1.0454,1.1934,0.9183,0.7486,-0.3151,0.9128,0.6749,5.0539,1.0,0.9213,-2.945,0.9466,0.8441,1.948,0.9809,0.8838,-6.459,0.8651,1.0424,0.6702,0.8763,0.9558,0.3162,0.8817,0.8225,53.0613,22.6516,4.6101,65.537,18.0415,58.2634,0.6744,0.9347,3.0875,0.049,1.0775,1.1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,APP,2025-12-19,0,721.37
0.0,0.0,1.1962,0.7163,0.01,0.8164,2.215,0.0409,1.542,2.4056,0.0753,0.7289,0.4465,0.0819,0.8384,2.0874,0.1126,0.9522,0.2272,0.116,1.2571,0.2078,0.1191,0.765,-2.7521,0.0776,1.1665,-1.8996,0.0498,1.0948,9.6621,0.1888,2.4852,3.2252,0.2397,1.6711,0.4189,0.2465,1.3052,3.7372,0.3076,1.2074,-0.7875,0.2943,0.9094,1.216,0.3148,0.7216,1.1347,0.3341,0.7391,-0.6765,0.3224,0.3713,1.412,0.3466,0.7358,1.2285,0.3679,0.8345,-0.1294,0.3657,0.5766,-0.9397,0.3492,0.5896,0.6215,0.36,0.5763,-0.7152,0.3475,0.6271,0.704,0.3597,0.6878,-1.4632,0.3341,0.8909,-4.7847,0.2516,2.2025,-1.0743,0.234,1.2622,-2.3121,0.1965,1.3106,-4.2496,0.1291,2.0184,1.2921,0.1487,1.2749,-0.4067,0.1425,1.5774,-2.6174,0.1024,1.8169,-4.2127,0.0395,9.6727,2.8259,0.0799,1.8571,1.7418,0.1055,0.9118,-0.7799,0.0938,0.5316,-0.0383,0.0933,0.7542,-0.3836,0.0876,0.6617,3.8698,0.1447,0.8332,-0.8897,0.1311,0.5951,-2.263,0.0967,0.7518,2.0857,0.1277,0.5052,0.0187,0.1279,0.4358,0.7309,0.139,0.5476,-0.1674,0.1365,1.4339,2.7395,0.1783,0.5479,-1.0521,0.1618,0.4062,0.495,0.1695,0.3237,0.6932,0.1803,0.338,3.5326,0.2357,0.9582,0.4024,0.2423,0.4847,1.8299,0.2721,0.4844,-2.5329,0.23,0.3167,-0.4741,0.2223,0.6271,-0.1588,0.2198,0.6461,1.1133,0.2377,0.6848,3.338,0.292,0.9351,4.5662,0.3688,1.0434,0.372,0.3753,1.3447,5.9459,0.4802,1.681,7.6958,0.6241,3.1429,0.7767,0.6397,1.5968,-2.1721,0.5957,1.556,1.5184,0.6258,0.8559,1.0442,0.6469,1.1654,3.1979,0.712,1.3359,-1.3396,0.6838,1.5413,3.0723,0.7475,1.0035,1.9029,0.7882,1.251,0.0914,0.7902,1.0836,1.2524,0.8175,1.2021,-5.9271,0.6867,2.5368,-4.2323,0.5988,1.9998,-3.8616,0.522,1.373,-3.2877,0.4592,0.9043,-0.0461,0.4583,0.7484,-0.554,0.4481,0.4455,2.0118,0.4851,0.4419,-1.2136,0.4623,0.6285,-4.0233,0.3878,1.2847,0.336,0.3938,0.8006,-1.0206,0.3756,0.5653,0.0483,0.3765,1.4968,3.4138,0.4367,0.7521,0.4671,0.4453,0.4081,-1.6739,0.4146,0.4603,1.2295,0.4367,0.3555,0.4204,0.4444,0.2962,8.0633,0.5923,1.0737,-1.191,0.5687,0.6031,-1.0746,0.5476,0.3961,0.9982,0.567,0.5708,-0.1599,0.5638,0.4359,1.0773,0.5849,0.8635,-1.8436,0.5485,1.0105,-1.438,0.5206,0.4876,-1.9205,0.4839,0.8849,-3.6582,0.4154,1.2483,-0.772,0.4015,1.6711,-1.0321,0.383,1.5689,-1.4439,0.3574,0.9176,0.3419,0.3634,0.8696,2.5308,0.4077,0.7717,2.231,0.4478,0.7237,1.7025,0.4791,1.3939,0.9588,0.497,1.2787,2.6681,0.5473,1.2847,-2.7749,0.4936,2.6044,-0.5436,0.4834,0.8886,-2.3383,0.4396,1.0269,-2.9229,0.3861,1.1146,0.1281,0.3884,1.1209,-0.3839,0.3816,0.8153,0.9634,0.3986,0.921,-3.6578,0.3332,0.7821,-1.073,0.3148,0.722,0.8844,0.3298,1.2911,1.8359,0.3614,0.6424,-1.0395,0.3432,0.725,-1.0504,0.325,0.7887,1.1279,0.3443,0.4911,-0.9185,0.3284,0.6581,6.1579,0.4342,1.5469,1.1227,0.4546,0.4808,2.2205,0.4956,0.6323,0.9655,0.5138,0.7288,1.8975,0.5499,0.781,-2.3754,0.5038,0.6526,-2.3881,0.4586,1.2381,0.9232,0.4757,0.516,0.0762,0.4771,0.5789,1.5235,0.5055,0.9796,-2.6861,0.4546,0.8406,3.3616,0.5166,0.7837,-1.0891,0.4959,0.8812,0.2866,0.5013,0.8952,1.8499,0.5363,1.8222,-2.7614,0.4831,1.4924,-0.9719,0.4649,0.805,3.6804,0.5331,1.2084,20.6183,0.9295,5.3293,-2.7223,0.8664,2.167,1.6261,0.903,0.9913,4.2297,1.0,1.3961,-0.5236,0.9875,0.8778,-2.1414,0.9366,0.9788,-1.4914,0.9019,0.9587,-0.5212,0.89,1.0283,-0.2745,0.8837,1.0526,32.6391,19.1682,23.1393,43.6229,-3.9711,65.1748,0.7282,0.9513,2.1042,0.0458,1.0947,1.1869,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,AX,2024-11-21,0,82.12
0.0,0.0446,0.4819,2.1387,0.0576,0.262,-1.0187,0.0513,0.4722,3.6592,0.0736,0.4828,-3.4197,0.052,0.56,3.1411,0.0712,0.6408,-1.9934,0.0586,0.8217,10.113,0.121,0.7719,-1.2314,0.1127,0.6431,-0.7792,0.1074,0.5871,-0.0524,0.1071,0.7323,-7.5432,0.0569,0.9242,2.4363,0.0719,0.9118,3.1527,0.0917,0.6798,17.1046,0.203,1.7128,-4.2125,0.1709,1.5314,-12.8585,0.0771,2.0193,-3.7301,0.0534,1.169,-8.7179,0.0,2.5811,19.0387,0.1064,1.3625,-6.817,0.061,1.1302,-2.9263,0.0429,0.6265,-0.9275,0.0373,0.5616,-0.4681,0.0345,0.6275,1.5285,0.0436,0.4505,9.2646,0.0994,0.8339,3.8156,0.1245,1.2369,12.6085,0.2107,1.0929,0.4986,0.2145,0.8257,-0.9923,0.2068,0.8892,10.2961,0.2857,0.8569,-2.9327,0.2609,1.1195,-0.1702,0.2595,0.5488,0.8525,0.2665,0.4432,4.3111,0.3021,0.4563,-0.1621,0.3007,0.8853,-6.5747,0.2442,0.6999,3.9531,0.2759,0.7789,8.6502,0.3481,0.9399,-2.5,0.3254,0.9583,8.8757,0.4039,1.4331,8.3333,0.4841,1.7506,-4.0134,0.4423,0.9419,-5.5749,0.3865,0.8186,0.0,0.3865,0.8222,4.059,0.4248,0.9582,-2.4468,0.4008,1.335,6.3613,0.4618,1.4238,0.4785,0.4667,3.346,-0.8503,0.458,0.6397,-0.789,0.4499,0.857,-4.5297,0.4043,1.1497,2.2456,0.4259,1.6542,-2.3734,0.4025,0.5594,5.225,0.4527,0.4818,5.8621,0.512,0.9399,0.7492,0.5201,1.0528,-2.1662,0.4967,0.4217,2.2141,0.5201,0.2123,-0.2263,0.5176,0.5355,1.8471,0.5375,0.5534,4.6134,0.5881,0.7484,1.8248,0.609,0.6549,3.6738,0.6519,0.8727,4.6096,0.7077,0.6809,-0.3029,0.7039,0.9438,-1.1878,0.6889,0.5594,3.4386,0.7318,0.6978,7.6486,0.8305,0.8255,1.5566,0.8521,0.9217,-3.0902,0.8085,0.8763,2.5,0.8427,0.7757,2.8372,0.8825,1.2366,-1.4037,0.8622,1.4547,2.5528,0.8985,0.9574,0.0,0.8985,1.2222,0.0239,0.8988,1.6157,0.4547,0.9055,1.2178,-3.2396,0.858,1.0873,1.1324,0.8741,1.0111,-1.1198,0.858,0.7976,1.2802,0.8762,0.4716,0.0972,0.8776,0.3168,0.0729,0.8786,0.3726,-4.926,0.8078,0.8229,-2.0929,0.7792,1.2219,-1.2252,0.7628,1.0725,-0.5015,0.7562,0.877,-3.0239,0.7164,0.7459,-0.6838,0.7077,0.484,-1.2944,0.6913,0.6161,-0.9487,0.6795,0.847,-1.2676,0.6638,1.0497,-3.1098,0.6257,0.8928,2.8269,0.6592,0.5238,-1.26,0.6439,0.497,0.29,0.6474,0.6276,-0.3181,0.6435,0.5554,2.8431,0.6777,0.5163,-2.0028,0.6529,0.567,1.1514,0.6669,1.8083,2.988,0.7035,0.6865,-6.7422,0.6184,1.3823,2.8741,0.6522,0.9092,0.7488,0.6613,1.3017,-0.829,0.6512,0.7551,-1.2396,0.6362,0.8275,0.467,0.6418,0.8251,-1.9175,0.6188,0.8487,3.7322,0.6627,1.1223,-2.0845,0.6373,3.8702,-2.8288,0.6034,0.6052,-0.3001,0.5999,0.604,-2.5286,0.5706,0.8121,-0.4324,0.5657,0.8663,-0.062,0.5651,0.733,0.2483,0.5678,0.5669,-0.3406,0.564,0.7059,-0.7145,0.556,0.5189,1.2203,0.5696,0.9145,6.4915,0.6428,1.2512,-4.209,0.5923,1.6109,-1.3939,0.5762,0.7615,0.338,0.58,0.528,2.2665,0.6059,0.6569,0.0299,0.6062,1.239,-0.5689,0.5996,0.4942,-0.1204,0.5982,0.6231,0.4522,0.6034,0.5682,-1.8007,0.5825,0.5515,-2.6284,0.5525,0.5564,3.9234,0.5961,0.8242,4.8324,0.6519,1.4235,-1.3253,0.6359,1.7262,-3.5328,0.5937,1.1819,-2.8148,0.5612,1.6227,0.5294,0.5671,1.0474,2.1066,0.5909,1.1699,-2.0934,0.5668,1.1094,4.5863,0.6184,1.2691,17.8074,0.828,3.2553,0.3521,0.8329,1.8894,0.7769,0.8437,2.1586,0.6963,0.8535,1.0222,3.3095,0.9002,1.4871,6.8372,1.0,2.71,-0.9846,0.9847,1.2221,-2.5537,0.9452,1.2046,-1.9017,0.9166,0.6658,-2.8842,0.8741,0.736,33.9803,23.8689,16.6306,126.5297,7.2383,61.9865,0.7013,0.9192,2.5643,0.0525,1.0984,1.1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CUBI,2023-11-14,0,44.23
