ticker,name,cap,sector,exchange,cur,rs,trend_ok,pattern_ok,signal,score,grade,pivot,cup_depth,handle_depth,vol_ratio,cup_days,handle_days,reason,pct_from_pivot,safety,lgbm_score
GVA,Granite Const,MidCap,산업,NYSE,126.98,15.3,True,False,False,56,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
GVH,Globavend Holdings Limited - Ord Shares,SmallCap,기타,NASDAQ,2.41,-23.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
GWAV,Greenwave Technology Solutions  Inc. - Common Stock,SmallCap,기타,NASDAQ,3.62,-61.8,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
GWRE,Guidewire SWare,LargeCap,기술,NYSE,125.09,-46.7,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
GWRS,Global Water Resources  Inc. - common stock,SmallCap,기타,NASDAQ,7.7,-29.4,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
GWW,WW 그레인저,LargeCap,산업,NYSE,1155.42,5.2,True,False,False,40,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
GXAI,Gaxos.ai Inc. - Common Stock,SmallCap,기타,NASDAQ,1.22,-13.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
GXO,GXO Logistics,MidCap,산업,NYSE,56.78,7.0,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
GYRE,Gyre Therapeutics,SmallCap,헬스케어,NASDAQ,7.84,-7.6,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
GYRO,Gyrodyne   LLC - Common Stock,SmallCap,기타,NASDAQ,7.58,-22.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
H,Hyatt Hotels Corp,LargeCap,소비순환재,NYSE,162.98,2.6,True,False,False,32,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HAE,Haemonetics,MidCap,헬스케어,NYSE,60.48,-18.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HAFC,HAFC,SmallCap,금융,NASDAQ,27.72,2.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HAIN,Hain Celestial,SmallCap,필수소비재,NASDAQ,0.88,-49.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HAL,할리버튼,LargeCap,에너지,NYSE,37.51,40.7,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HALO,Halozyme Therap,MidCap,헬스케어,NASDAQ,67.31,-5.0,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HAO,Haoxi Health Technology Limited - Class A Ord Share,SmallCap,기타,NASDAQ,1.13,-27.8,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HAS,해즈브로,MidCap,소비순환재,NASDAQ,92.75,19.4,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HASI,Hannon Armstrong Sustainable,MidCap,부동산,NYSE,39.65,28.4,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HAYW,헤이워드,MidCap,산업,NYSE,14.84,-8.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HBAN,헌팅턴 뱅크셰어스,LargeCap,금융,NASDAQ,16.59,-4.8,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HBCP,Home Bancorp,SmallCap,금융,NASDAQ,64.55,12.8,True,False,False,48,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HBNB,Hotel101 Global Holdings Corp. - Class A Ordinary Shares,SmallCap,기타,NASDAQ,5.41,2.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HBNC,Horizon Bancorp,SmallCap,금융,NASDAQ,17.74,6.1,True,False,False,40,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HBT,Hbt Fin,SmallCap,금융,NASDAQ,28.45,6.5,True,False,False,40,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HCA,HCA Holdings Inc,LargeCap,헬스케어,NYSE,498.66,13.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HCAT,Health Catalyst,SmallCap,기술,NASDAQ,1.12,-70.7,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HCC,Warrior Met Coal,MidCap,소재,NYSE,85.77,20.8,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HCI,HCI Group Inc,SmallCap,금융,NYSE,153.39,-15.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HCKT,Hackett Group,SmallCap,산업,NASDAQ,13.33,-47.6,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HCMA,HCM III Acquisition Corp. - Class A Ordinary Share,SmallCap,기타,NASDAQ,10.12,-11.4,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HCSG,Healthcare Ser,SmallCap,산업,NASDAQ,19.03,22.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HCTI,Healthcare Triangle  Inc. - Common Stock,SmallCap,기타,NASDAQ,2.6,-105.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HCWB,HCW Biologics Inc. - Common Stock,SmallCap,기타,NASDAQ,0.35,-93.8,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HD,홈디포,MegaCap,소비순환재,NYSE,342.71,-16.7,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HDSN,Hudson Technologies  Inc. - Common Stock,SmallCap,기타,NASDAQ,6.18,-24.7,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HE,Hawaiian Electric Industries Inc,SmallCap,유틸리티,NYSE,15.27,23.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HEI,Heico Corp,LargeCap,산업,NYSE,299.99,-13.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HELE,Helen of Troy Ltd,SmallCap,소비순환재,NASDAQ,17.34,-27.0,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HFBL,Home Federal Bancorp  Inc. of Louisiana - Common Stock,SmallCap,기타,NASDAQ,18.97,21.6,True,False,False,56,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HFFG,HF Foods Group Inc. - Common Stock,SmallCap,기타,NASDAQ,2.11,-30.0,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HFRO,Highland Floating,SmallCap,금융,NYSE,5.85,-6.9,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HFWA,Heritage Fin.,SmallCap,금융,NASDAQ,27.12,7.4,True,False,False,40,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HG,Hamilton Insurance,SmallCap,금융,NYSE,30.77,28.0,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HGBL,Heritage Global Inc. - Common Stock,SmallCap,기타,NASDAQ,1.43,-24.0,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HGTY,Hagerty,MidCap,금융,NYSE,10.92,-9.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HGV,Hilton Grand Vacations,MidCap,소비순환재,NYSE,47.58,1.0,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HHH,Howard Hughes Holdings,MidCap,부동산,NYSE,64.99,-22.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HHS,Harte Hanks  Inc. - Common Stock,SmallCap,기타,NASDAQ,2.9,-25.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HIFS,Hingham Instit,SmallCap,금융,NASDAQ,304.15,8.8,True,False,False,40,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HIG,하트포드,LargeCap,금융,NYSE,138.77,1.4,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HII,헌팅턴 잉걸스,MidCap,산업,NYSE,398.07,25.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HIMS,Hims Hers Health,LargeCap,헬스케어,NYSE,21.36,-50.8,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HIMX,Himax Technologies  Inc. - American depositary shares  each of which represents two ordinary shares.,SmallCap,기타,NASDAQ,9.98,12.4,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HIND,Vyome Holdings  Inc. - Common Stock,SmallCap,기타,NASDAQ,2.28,-30.9,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HIPO,Hippo,SmallCap,금융,NYSE,27.21,-12.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HIT,Health In Tech,SmallCap,nan,NASDAQ,1.38,1.0,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HITI,High Tide Inc. - Common Shares,SmallCap,기타,NASDAQ,2.34,-17.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HIVE,HIVE Digital Technologies Ltd - Common Shares,SmallCap,기타,NASDAQ,2.42,-19.7,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HIW,Highwoods Properties,MidCap,부동산,NYSE,22.84,-28.0,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HKIT,Hitek Global Inc. - Class A Ordinary Share,SmallCap,기타,NASDAQ,1.02,-108.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HL,Hecla Mining,MidCap,소재,NYSE,19.69,84.9,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HLF,허벌라이프,SmallCap,필수소비재,NYSE,16.67,58.1,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HLI,Houlihan Lokey Inc,LargeCap,금융,NYSE,159.07,-19.7,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HLIO,Helios Tech,SmallCap,산업,NYSE,71.12,60.1,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HLIT,Harmonic Inc,SmallCap,기술,NASDAQ,9.78,-7.8,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HLLY,Holley,SmallCap,소비순환재,NYSE,3.16,1.6,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HLMN,Hillman Solutions Corp. - Common Stock,SmallCap,기타,NASDAQ,8.64,-9.6,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HLNE,Hamilton Lane,MidCap,금융,NASDAQ,101.56,-36.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HLP,Hongli Group Inc. - Ordinary Shares,SmallCap,기타,NASDAQ,1.02,7.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HLT,힐튼 월드와이드,LargeCap,소비순환재,NYSE,331.38,15.3,True,False,False,56,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HLX,Helix Nrg Sol.,SmallCap,에너지,NYSE,9.4,31.4,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HMN,H.M.E.C.,SmallCap,금융,NYSE,44.36,-3.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HMR,Heidmar Maritime Holdings Corp. - Common Stock,SmallCap,기타,NASDAQ,0.9,-37.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HNI,HON INDUSTRIES,MidCap,산업,NYSE,36.26,-28.8,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HNNA,Hennessy Advisors  Inc. - Common Stock,SmallCap,기타,NASDAQ,9.93,-11.7,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HNRG,Hallador Energy,SmallCap,에너지,NASDAQ,15.09,-23.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HNST,어니스트,SmallCap,소비순환재,NASDAQ,3.06,-17.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HNVR,Hanover Bancorp  Inc. - Common Stock,SmallCap,기타,NASDAQ,22.4,-6.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HOFT,Hooker Furnishings Corporation - Common Stock,SmallCap,기타,NASDAQ,14.53,33.6,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HOG,할리데이비슨,MidCap,소비순환재,NYSE,23.17,-7.9,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HOLO,MicroCloud Hologram Inc. - Ordinary Shares,SmallCap,기타,NASDAQ,2.04,-63.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HOMB,Home BancShares,MidCap,금융,NYSE,27.96,-7.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HON,Honeywell International Inc. - Common Stock,SmallCap,기타,NASDAQ,233.24,5.4,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HOOD,Robinhood Markets,LargeCap,기술,NASDAQ,79.09,-19.7,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HOPE,Hope Bancorp,SmallCap,금융,NASDAQ,12.2,5.6,True,False,False,40,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HOTH,Hoth Therapeutics  Inc. - Common Stock,SmallCap,기타,NASDAQ,0.65,-50.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HOUR,Hour Loop  Inc. - common stock,SmallCap,기타,NASDAQ,1.89,-0.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HOV,호브내니언 엔터프라이즈,SmallCap,소비순환재,NYSE,110.08,-11.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HOVR,New Horizon Aircraft Ltd. - Class A Ordinary Shares,SmallCap,기타,NASDAQ,1.56,24.7,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HP,헬머리치 앤 페인,MidCap,에너지,NYSE,34.11,43.8,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HPAI,Helport AI Limited - Ordinary Shares,SmallCap,기타,NASDAQ,1.51,-72.8,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HPE,휴렛팩커드 엔터프라이즈,LargeCap,기술,NYSE,24.47,13.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HPK,Highpeak Energy Acquisition,SmallCap,에너지,NASDAQ,5.89,-15.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HPP,Hudson Pacific,SmallCap,부동산,NYSE,6.16,-62.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HPQ,휴렛팩커드,LargeCap,기술,NYSE,18.99,-27.7,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HQI,HireQuest  Inc. - Common Stock,SmallCap,기타,NASDAQ,10.38,-4.7,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HQY,Healthequity Inc,MidCap,기술,NASDAQ,81.36,-16.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HR,Healthcare Realty Trust,MidCap,부동산,NYSE,17.84,-2.0,True,False,False,32,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HRB,H&R 블록,MidCap,필수소비재,NYSE,30.52,-47.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HRI,Herc Holdings,MidCap,산업,NYSE,103.64,-33.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HRL,호멜,LargeCap,필수소비재,NYSE,20.76,-28.4,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HRMY,하모니 바이오,MidCap,헬스케어,NASDAQ,29.29,-17.4,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HROW,Harrow Health,SmallCap,헬스케어,NASDAQ,37.9,-4.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HRTG,Heritage Insurance,SmallCap,금융,NYSE,26.37,10.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HRTX,Heron Therapeutics  Inc.   - Common Stock,SmallCap,기타,NASDAQ,0.94,-50.6,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HRZN,Horizon Tech,SmallCap,금융,NASDAQ,4.74,-42.0,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HSCS,HeartSciences Inc. - Common Stock,SmallCap,기타,NASDAQ,1.97,-51.0,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HSDT,Solana Company - Class A Common Stock,SmallCap,기타,NASDAQ,1.98,-78.6,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HSIC,헨리 샤인,MidCap,헬스케어,NASDAQ,77.2,1.7,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HSPT,Horizon Space Acquisition II Corp. - Ordinary share,SmallCap,기타,NASDAQ,7.75,-24.8,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HST,호스트 호텔 & 리조트,LargeCap,부동산,NASDAQ,20.91,17.7,True,False,False,56,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HSTM,HealthStream,SmallCap,기술,NASDAQ,20.34,-28.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HSY,허쉬,LargeCap,필수소비재,NYSE,197.68,0.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HTBK,H.C.C.,SmallCap,금융,NASDAQ,13.3,19.6,True,False,False,56,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HTCO,High-Trend International Group - Class A Ordinary Shares,SmallCap,기타,NASDAQ,9.9,-1.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HTFL,Heartflow  Inc. - Common Stock,SmallCap,기타,NASDAQ,29.05,-15.6,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HTGC,Hercules Capital,MidCap,금융,NYSE,15.28,-24.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HTH,Hilltop Hldg,MidCap,금융,NYSE,37.35,7.9,True,False,False,40,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HTLD,Heartland Exp.,SmallCap,산업,NASDAQ,11.0,11.9,True,False,False,48,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HTLM,HomesToLife Ltd - Ordinary Shares,SmallCap,기타,NASDAQ,1.85,-51.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HTO,H2O America  - Common Stock,SmallCap,기타,NASDAQ,58.1,2.7,True,False,False,32,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HTOO,Fusion Fuel Green PLC - Ordinary Shares,SmallCap,기타,NASDAQ,2.86,-54.8,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HTZ,Hertz Global Holdings,SmallCap,산업,NASDAQ,6.99,22.7,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HUBB,Hubbell,LargeCap,산업,NYSE,545.62,19.2,True,False,False,56,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HUBG,Hub Group,MidCap,산업,NASDAQ,39.85,-4.2,True,False,False,32,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HUBS,HubSpot Inc,LargeCap,기술,NYSE,206.44,-61.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HUDI,Huadi International Group Co.  Ltd. - Ordinary Shares,SmallCap,기타,NASDAQ,1.2,-17.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HUHU,HUHUTECH International Group Inc. - Ordinary Shares,SmallCap,기타,NASDAQ,10.32,78.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HUM,휴매너,LargeCap,헬스케어,NYSE,196.21,-35.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HUMA,Humacyte,SmallCap,헬스케어,NASDAQ,0.69,-61.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HUN,Huntsman,MidCap,소재,NYSE,13.57,16.1,True,False,False,56,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HURA,TuHURA Biosciences  Inc. - Common Stock,SmallCap,기타,NASDAQ,3.15,132.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HURC,Hurco Companies  Inc. - Common Stock,SmallCap,기타,NASDAQ,16.85,-8.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HURN,Huron Consulting Group Inc. - Common Stock,SmallCap,기타,NASDAQ,128.57,-26.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HUT,Hut 8 Corp. - Common Stock,SmallCap,기타,NASDAQ,71.74,151.1,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HUYA,HUYA,SmallCap,기술,NYSE,3.34,-5.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HVII,Hennessy Capital Investment Corp. VII - Ordinary Shares,SmallCap,기타,NASDAQ,10.38,-7.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HVT,Haverty,SmallCap,소비순환재,NYSE,22.51,-6.7,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HWBK,Hawthorn Bancshares  Inc. - Common Stock,SmallCap,기타,NASDAQ,34.23,6.9,True,False,False,40,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HWC,Hancock Whitney,MidCap,금융,NASDAQ,66.97,4.6,True,False,False,32,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HWH,HWH International Inc. - Common Stock,SmallCap,기타,NASDAQ,1.1,-39.4,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HWKN,Hawkins,MidCap,소재,NASDAQ,148.14,-8.7,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HWM,하우멧 에어로스페이스,LargeCap,산업,NYSE,258.03,33.8,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HXL,Hexcel Corp,MidCap,산업,NYSE,84.98,20.8,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HY,Hyster-Yale Materials Handling,SmallCap,산업,NYSE,37.18,-6.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HYAC,Haymaker Acquisition 4,SmallCap,금융,NYSE,10.75,-11.6,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HYFM,Hydrofarm Holdings Group  Inc. - Common Stock,SmallCap,기타,NASDAQ,0.93,-71.0,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HYFT,MindWalk Holdings Corp. - Common Stock,SmallCap,기타,NASDAQ,1.18,-37.6,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HYLN,Hyliion Holdings,SmallCap,산업,NYSE,1.9,-1.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HYMC,Hycroft Mining Holding Corporation - Class A Common Stock,SmallCap,기타,NASDAQ,41.7,535.7,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
HYPD,Hyperion DeFi  Inc. - Common Stock,SmallCap,기타,NASDAQ,3.56,-31.8,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HYPR,Hyperfine  Inc.  - Class A Common Stock,SmallCap,기타,NASDAQ,1.25,12.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
HZO,MarineMax Inc,SmallCap,소비순환재,NYSE,29.17,10.8,True,False,False,48,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
IAC,IAC Interactivecorp,MidCap,기술,NASDAQ,41.85,3.0,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
IART,Integra LifeSci,SmallCap,헬스케어,NASDAQ,11.06,-25.4,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
IBAC,IB Acquisition Corp. - Common Stock,SmallCap,기타,NASDAQ,10.75,-5.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
IBCP,Independent Bank Corp,SmallCap,금융,NASDAQ,34.74,1.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
IBEX,IBEX,SmallCap,기술,NASDAQ,28.46,-20.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
IBG,Innovation Beverage Group Limited - Ordinary Shares,SmallCap,기타,NASDAQ,1.03,-101.4,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
