ticker,name,cap,sector,exchange,cur,rs,trend_ok,pattern_ok,signal,score,grade,pivot,cup_depth,handle_depth,vol_ratio,cup_days,handle_days,reason,pct_from_pivot,safety,lgbm_score
CVEO,Civeo,SmallCap,부동산,NYSE,29.46,22.6,True,False,False,56,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
CVGI,Commercial Vehicle Group  Inc. - Common Stock,SmallCap,기타,NASDAQ,4.09,167.5,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
CVGW,Calavo Growers,SmallCap,필수소비재,NASDAQ,27.6,6.8,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
CVI,CVR Energy Inc,SmallCap,에너지,NYSE,30.13,14.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
CVKD,Cadrenal Therapeutics  Inc. - Common Stock,SmallCap,기타,NASDAQ,4.79,-66.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
CVLG,Covenant Transpor,SmallCap,산업,NASDAQ,28.5,16.7,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
CVLT,Commvault System,MidCap,기술,NASDAQ,89.61,-48.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
CVNA,카바나,LargeCap,소비순환재,NYSE,374.21,2.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
CVRX,CVRx,SmallCap,헬스케어,NASDAQ,7.72,4.7,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
CVS,CVS헬스,LargeCap,헬스케어,NYSE,77.62,-4.4,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
CVV,CVD Equipment Corporation - Common Stock,SmallCap,기타,NASDAQ,4.14,3.4,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
CVX,셰브론,MegaCap,에너지,NYSE,187.02,13.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
CW,Curtiss-Wright,LargeCap,산업,NYSE,742.61,42.2,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
CWAN,Clearwater Analytics Holdings,MidCap,기술,NYSE,24.06,0.3,True,False,False,32,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
CWBC,Community West Bancshares,SmallCap,금융,NASDAQ,24.15,12.0,True,False,False,48,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
CWCO,Consolid. Water,SmallCap,유틸리티,NASDAQ,34.07,-1.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
CWD,CaliberCos Inc. - Class A Common Stock,SmallCap,기타,NASDAQ,1.29,-53.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
CWEN,Clearway Energy C,MidCap,유틸리티,NYSE,40.14,17.9,True,False,False,56,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
CWH,캠핑 월드 홀딩스,MidCap,소비순환재,NYSE,7.2,-54.7,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
CWK,Cushman & Wakefield,MidCap,부동산,NYSE,14.05,3.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
CWST,Casella Waste,MidCap,산업,NASDAQ,83.44,-27.7,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
CWT,Cal Water Serv,MidCap,유틸리티,NYSE,45.13,-11.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
CXDO,Crexendo  Inc. - Common Stock,SmallCap,기타,NASDAQ,6.19,-4.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
CXM,Sprinklr,MidCap,기술,NYSE,5.33,-38.7,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
CXT,Crane NXT,MidCap,산업,NYSE,45.61,-22.7,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
CXW,CoreCivic,MidCap,산업,NYSE,19.95,-9.7,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
CYCN,Cyclerion Therapeutics  Inc. - Common Stock,SmallCap,기타,NASDAQ,3.22,48.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
CYCU,Cycurion  Inc. - Common Stock,SmallCap,기타,NASDAQ,1.11,-85.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
CYD,China Yuchai International Ltd,SmallCap,소비순환재,NYSE,42.16,40.6,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
CYH,Community Health,SmallCap,헬스케어,NYSE,3.07,-9.4,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
CYN,Cyngn Inc. - Common stock,SmallCap,기타,NASDAQ,1.6,-67.4,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
CYRX,Cryoport Inc,SmallCap,산업,NASDAQ,9.95,10.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
CYTK,Cytokinetics Inc,MidCap,헬스케어,NASDAQ,66.35,24.1,True,False,False,56,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
CZFS,Citizens Financial Services,SmallCap,금융,NASDAQ,66.15,5.7,True,False,False,40,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
CZNC,Citiz. &North.,SmallCap,금융,NASDAQ,23.59,10.9,True,False,False,48,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
CZR,시저스 엔터,MidCap,소비순환재,NASDAQ,26.56,-3.7,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
CZWI,Citizens Community Bancorp  Inc. - Common Stock,SmallCap,기타,NASDAQ,20.63,23.3,True,False,False,56,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
D,도미니언 에너지,LargeCap,유틸리티,NYSE,63.71,1.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DAAQ,Digital Asset Acquisition Corp. - Class A Ordinary shares,SmallCap,기타,NASDAQ,10.27,-9.6,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DAC,다나오스,SmallCap,산업,NYSE,118.41,25.0,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
DAIO,Data I/O Corporation - Common Stock,SmallCap,기타,NASDAQ,2.45,-23.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DAKT,Daktronics,SmallCap,기술,NASDAQ,19.24,2.4,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DAL,델타항공,LargeCap,산업,NYSE,71.7,17.3,True,False,False,56,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
DAN,Dana Holding,MidCap,소비순환재,NYSE,36.6,95.5,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
DAO,Youdao,SmallCap,기술,NYSE,9.82,-9.6,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DAR,Darling Ingredients,MidCap,필수소비재,NYSE,59.6,64.3,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
DARE,Dare Bioscience  Inc. - Common Stock,SmallCap,기타,NASDAQ,1.75,-32.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DASH,도어대시,LargeCap,기술,NASDAQ,163.55,-35.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DAVA,Endava,MidCap,기술,NYSE,4.44,-60.4,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DAVE,Dave Inc,SmallCap,기술,NASDAQ,213.76,24.8,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DAWN,Day One Biopharmaceuticals,SmallCap,헬스케어,NASDAQ,21.46,157.0,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
DBD,Diebold Nixdorf,SmallCap,기술,NYSE,85.49,40.0,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
DBGI,Digital Brands Group  Inc. - Common Stock,SmallCap,기타,NASDAQ,1.89,-92.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DBRG,Digitalbridge Group,SmallCap,부동산,NYSE,15.58,28.3,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
DBX,Dropbox,LargeCap,기술,NASDAQ,22.7,-25.7,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DCBO,Docebo Inc. - Common Shares,SmallCap,기타,NASDAQ,15.64,-46.4,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DCGO,DocGo,SmallCap,헬스케어,NASDAQ,0.54,-63.8,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DCI,Donaldson Comp Inc,MidCap,산업,NYSE,89.24,3.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DCO,Ducommun Inc,SmallCap,산업,NYSE,141.29,55.3,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
DCOM,Dime Community,SmallCap,금융,NASDAQ,36.19,20.0,True,False,False,56,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
DCTH,Delcath Systems,SmallCap,헬스케어,NASDAQ,10.88,-8.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DD,듀폰,LargeCap,소재,NYSE,46.68,30.7,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DDD,3D Systems Corp,SmallCap,기술,NYSE,1.98,-19.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DDI,Doubledown,SmallCap,소비순환재,NASDAQ,8.83,-15.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DDOG,데이터독,LargeCap,기술,NASDAQ,110.57,-20.9,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DDS,Dillards,MidCap,소비순환재,NYSE,604.09,12.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DE,디어,LargeCap,산업,NYSE,596.04,15.2,True,False,False,56,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
DEA,Easterly Government Properties,SmallCap,부동산,NYSE,23.22,-2.8,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DECK,덱커 아웃도어,LargeCap,소비순환재,NYSE,107.81,-2.6,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DEI,Douglas Emmett,MidCap,부동산,NYSE,9.86,-32.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DELL,델,LargeCap,기술,NYSE,184.51,50.8,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
DERM,Journey Medical Corporation - Common Stock,SmallCap,기타,NASDAQ,5.26,-35.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DFDV,DeFi Development Corp. - Common Stock,SmallCap,기타,NASDAQ,3.96,-60.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DFH,드림 파인더스 홈즈,MidCap,소비순환재,NYSE,13.84,-46.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DFIN,Donnelley Financial Solutions,SmallCap,산업,NYSE,48.71,-13.9,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DFLI,Dragonfly Energy Holdings Corp - Common Stock,SmallCap,기타,NASDAQ,2.03,-54.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DFNS,T3 Defense Inc. - Common Stock,SmallCap,기타,NASDAQ,0.58,-47.0,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DFSC,DEFSEC Technologies Inc. - common stock  no R/S concurrent with offering,SmallCap,기타,NASDAQ,1.96,-39.7,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DG,달러 제너럴,LargeCap,소비순환재,NYSE,119.59,-6.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DGICA,Donegal Group,SmallCap,금융,NASDAQ,17.15,-17.8,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DGICB,Donegal Group (B),SmallCap,금융,NASDAQ,18.09,7.9,True,False,False,40,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
DGII,Digi International,SmallCap,기술,NASDAQ,55.07,48.8,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
DGNX,Diginex,SmallCap,nan,NASDAQ,0.53,-98.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DGX,퀘스트 다이아그노스틱스,LargeCap,헬스케어,NYSE,194.16,2.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DGXX,Digi Power X Inc. - Common Subordinate Voting Shares,SmallCap,기타,NASDAQ,2.75,21.9,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DH,Definitive Healthcare,SmallCap,기술,NASDAQ,1.01,-73.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DHC,Diversified Healthcare,SmallCap,부동산,NASDAQ,7.31,90.1,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
DHI,DR호튼,LargeCap,소비순환재,NYSE,145.25,-7.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DHIL,Diamond Hill,SmallCap,금융,NASDAQ,172.01,4.6,True,False,False,32,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
DHR,다나허,LargeCap,헬스케어,NYSE,198.61,-14.6,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DHT,DHT Holdings Inc,SmallCap,에너지,NYSE,17.18,35.4,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DIBS,1stdibs.com  Inc. - Common Stock,SmallCap,기타,NASDAQ,5.82,66.4,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
DIN,Dine Brands Global,SmallCap,소비순환재,NYSE,26.58,-11.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DINO,HF Sinclair,MidCap,에너지,NYSE,57.17,25.7,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
DIOD,Diodes Inc,MidCap,기술,NASDAQ,87.52,70.0,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
DIS,월트 디즈니,LargeCap,소비순환재,NYSE,102.59,-13.0,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DJCO,Daily Journal Corp,SmallCap,기술,NASDAQ,517.66,2.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DJT,Trump Media & Technology Group,MidCap,기술,NASDAQ,9.95,-47.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DK,Delek US Energy,SmallCap,에너지,NYSE,39.35,60.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DKNG,드래프트킹스,LargeCap,소비순환재,NASDAQ,22.96,-44.8,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DKS,Dick'S Sporting Goods Inc,LargeCap,소비순환재,NYSE,216.24,-6.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DLB,돌비 래보러터리,MidCap,기술,NYSE,61.94,-18.9,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DLHC,DLH Holdings Corp. - Common Stock,SmallCap,기타,NASDAQ,6.17,17.6,True,False,False,56,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
DLO,Dlocal,MidCap,산업,NASDAQ,13.51,2.4,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DLPN,Dolphin Entertainment  Inc. - Common Stock,SmallCap,기타,NASDAQ,1.47,-0.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DLR,디지털리얼,LargeCap,부동산,NYSE,195.79,12.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DLTH,Duluth Holdings Inc. - Class B Common Stock,SmallCap,기타,NASDAQ,3.14,30.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DLTR,달러트리,LargeCap,소비순환재,NASDAQ,100.67,-11.4,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DLX,Deluxe Corp,SmallCap,산업,NYSE,29.13,48.8,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
DLXY,Delixy Holdings Limited - Class A Ordinary Shares,SmallCap,기타,NASDAQ,0.61,-43.0,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DMAA,Drugs Made In America Acquisition Corp. - Ordinary Shares,SmallCap,기타,NASDAQ,10.52,-5.0,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DMAC,DiaMedica Therapeutics Inc. - Common Stock,SmallCap,기타,NASDAQ,6.54,9.0,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DMRC,디지마크,SmallCap,기술,NASDAQ,6.4,-33.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DNA,Ginkgo Bioworks,SmallCap,헬스케어,NYSE,7.72,-30.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DNLI,Denali Therapeutics,MidCap,헬스케어,NASDAQ,20.16,22.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DNOW,Now Inc,SmallCap,산업,NYSE,11.96,-24.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DNTH,Dianthus Therapeutics,SmallCap,헬스케어,NASDAQ,94.91,237.9,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
DNUT,Krispy Kreme,SmallCap,소비순환재,NASDAQ,3.32,-21.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DOC,헬스피크 프로퍼티,LargeCap,부동산,NYSE,16.87,-13.6,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DOCN,디지털오션,MidCap,기술,NYSE,73.45,86.9,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
DOCS,Doximity,LargeCap,기술,NYSE,22.25,-65.6,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DOCU,도큐사인,LargeCap,기술,NASDAQ,44.63,-45.0,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DOGZ,Dogness A,SmallCap,소비순환재,NASDAQ,1.28,-98.8,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DOLE,Dole,SmallCap,필수소비재,NYSE,15.39,2.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DOMH,Dominari Holdings Inc. - Common Stock,SmallCap,기타,NASDAQ,3.09,-42.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DOMO,Domo,SmallCap,기술,NASDAQ,2.71,-79.8,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DOO,BRP Inc. - Common Subordinate Voting Shares,SmallCap,기타,NASDAQ,78.45,43.4,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
DORM,Dorman Products,MidCap,소비순환재,NASDAQ,110.12,-20.6,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DOV,도버,LargeCap,산업,NYSE,218.48,10.9,True,False,False,48,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
DOW,다우,LargeCap,소재,NYSE,39.16,41.8,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
DOX,Amdocs,MidCap,기술,NASDAQ,64.98,-31.6,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DPRO,Draganfly Inc. - Common Shares,SmallCap,기타,NASDAQ,5.78,7.7,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DPZ,도미노피자,LargeCap,소비순환재,NYSE,369.17,-23.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DRCT,Direct Digital Holdings  Inc. - Class A Common Stock,SmallCap,기타,NASDAQ,0.69,-93.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DRDB,Roman DBDR Acquisition II,SmallCap,nan,NASDAQ,10.49,-7.4,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DRH,DiamondRock,SmallCap,부동산,NYSE,10.41,17.4,True,False,False,56,D,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
DRI,다든 레스토랑,LargeCap,소비순환재,NYSE,197.98,-10.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DRIO,DarioHealth Corp. - Common Stock,SmallCap,기타,NASDAQ,7.56,-49.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DRMA,Dermata Therapeutics  Inc. - Common Stock,SmallCap,기타,NASDAQ,1.25,-73.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DRS,Leonardo DRS,MidCap,산업,NASDAQ,47.54,6.1,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DRTS,Alpha Tau Medical Ltd. - Ordinary Shares,SmallCap,기타,NASDAQ,7.83,89.4,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
DRUG,Bright Minds Biosciences Inc. - common stock,SmallCap,기타,NASDAQ,89.14,93.0,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
DRVN,드리븐 브랜즈 홀딩스,MidCap,필수소비재,NASDAQ,13.33,-25.4,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DSAC,Daedalus Special Acquisition Corp. - Class A Ordinary Shares,SmallCap,기타,NASDAQ,9.91,-9.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DSGN,Design Therapeutics  Inc. - Common Stock,SmallCap,기타,NASDAQ,12.64,134.3,True,False,False,64,C,0.0,0.0,0.0,0.0,0,0,패턴 미감지,0.0,,
DSGR,Distribution Solutions,SmallCap,산업,NASDAQ,27.18,-14.6,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DSGX,The Descartes Systems Group Inc. - Common Stock,SmallCap,기타,NASDAQ,68.49,-37.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DSP,바이안트 테크놀로지,SmallCap,기술,NASDAQ,10.17,-19.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DSWL,Deswell Industries  Inc. - Common Shares,SmallCap,기타,NASDAQ,3.4,3.9,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DT,Dynatrace Inc,LargeCap,기술,NYSE,33.27,-35.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DTE,DTE 에너지,LargeCap,유틸리티,NYSE,147.74,1.4,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DTI,Drilling Tools International Corporation  - Common Stock,SmallCap,기타,NASDAQ,2.91,11.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DTIL,Precision BioSciences  Inc. - Common Stock,SmallCap,기타,NASDAQ,7.23,52.4,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DTM,DT Midstream,LargeCap,에너지,NYSE,132.62,14.0,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DTSS,Datasea Inc. - Common Stock,SmallCap,기타,NASDAQ,1.11,-20.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DTST,Data Storage Corporation - Common Stock,SmallCap,기타,NASDAQ,4.04,-9.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DUK,듀크 에너지,LargeCap,유틸리티,NYSE,129.78,-0.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DUO,Fangdd Network Group Ltd. - Class A Ordinary Shares,SmallCap,기타,NASDAQ,1.33,-47.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DUOL,Duolingo,LargeCap,기술,NASDAQ,91.46,-71.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DUOT,Duos Technologies Group  Inc. - Common Stock,SmallCap,기타,NASDAQ,7.7,-7.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DV,더블베리파이,MidCap,기술,NYSE,10.12,-24.3,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DVA,다비타,LargeCap,헬스케어,NYSE,149.45,12.5,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
DVN,데본 에너지,LargeCap,에너지,NYSE,45.25,27.2,False,False,False,0,D,0.0,0.0,0.0,0.0,0,0,트렌드 미통과,0.0,,
