ticker	name	sector	cap	exchange
VERV	Verve Therapeutics	헬스케어	SmallCap	NASDAQ
CAPR	Capricor Therapeutics	헬스케어	SmallCap	NASDAQ
MNMD	Mind Medicine	헬스케어	SmallCap	NASDAQ
DNTH	Dianthus Therapeutics	헬스케어	SmallCap	NASDAQ
AVXL	Anavex Life Sciences	헬스케어	SmallCap	NASDAQ
ABL	Abacus Life	금융	SmallCap	NASDAQ
LIND	Lindblad Expeditions	소비순환재	SmallCap	NASDAQ
RCAT	Red Cat Holdings	산업	SmallCap	NASDAQ
GOOD	Gladstone Comm	부동산	SmallCap	NASDAQ
OFIX	Orthofix	헬스케어	SmallCap	NASDAQ
CVLG	Covenant Transpor	산업	SmallCap	NASDAQ
ITRN	Ituran	기술	SmallCap	NASDAQ
SANA	사나 바이오테크놀로지	헬스케어	SmallCap	NASDAQ
CSIQ	케네디언솔라	에너지	SmallCap	NASDAQ
VINP	빈시 파트너스 인베스트먼트	금융	SmallCap	NASDAQ
GSBC	Great Southern	금융	SmallCap	NASDAQ
IRMD	Iradimed Co	헬스케어	SmallCap	NASDAQ
CLNE	클린 에너지	에너지	SmallCap	NASDAQ
TYRA	Tyra Biosciences	헬스케어	SmallCap	NASDAQ
LENZ	LENZ Therapeutics	헬스케어	SmallCap	NASDAQ
RPAY	Repay Holdings	산업	SmallCap	NASDAQ
RZLV	Rezolve AI	기술	SmallCap	NASDAQ
PLPC	PLPC	산업	SmallCap	NASDAQ
TALK	Talkspace	헬스케어	SmallCap	NASDAQ
SIBN	Si-Bone	헬스케어	SmallCap	NASDAQ
SFIX	스티치픽스	기술	SmallCap	NASDAQ
SPTN	SpartanNash Co	필수소비재	SmallCap	NASDAQ
LPRO	Open Lending	산업	SmallCap	NASDAQ
BVS	Bioventus	헬스케어	SmallCap	NASDAQ
CNDT	Conduent	기술	SmallCap	NASDAQ
SMBC	Southern Missouri	금융	SmallCap	NASDAQ
CTKB	Cytek Biosciences	헬스케어	SmallCap	NASDAQ
MVST	Microvast Holdings	산업	SmallCap	NASDAQ
UFCS	United Fire	금융	SmallCap	NASDAQ
LEGH	Legacy Housing	소비순환재	SmallCap	NASDAQ
NCMI	NCM Inc	소비순환재	SmallCap	NASDAQ
RLAY	릴레이 테라퓨틱스	헬스케어	SmallCap	NASDAQ
ABSI	Absci	헬스케어	SmallCap	NASDAQ
SCVL	Shoe Carnival	소비순환재	SmallCap	NASDAQ
MOFG	MidWestOne	금융	SmallCap	NASDAQ
FSBC	파이브 스타 뱅코프	금융	SmallCap	NASDAQ
ANNA	AleAnna	에너지	SmallCap	NASDAQ
SHLS	쇼알스 테크놀로지 그룹	산업	SmallCap	NASDAQ
ESQ	Esquire Financial	금융	SmallCap	NASDAQ
RXT	랙스페이스	기술	SmallCap	NASDAQ
HTBK	H.C.C.	금융	SmallCap	NASDAQ
GLAD	Gladstone Cptl	금융	SmallCap	NASDAQ
ORRF	Orrstown Financial	금융	SmallCap	NASDAQ
ATRO	Astronics Corp	산업	SmallCap	NASDAQ
DHC	Diversified Healthcare	부동산	SmallCap	NASDAQ
APPS	Digital Turbine	기술	SmallCap	NASDAQ
SHEN	Shenandoah Tel	기술	SmallCap	NASDAQ
HTBI	HomeTrust Bancshares Inc	금융	SmallCap	NASDAQ
ANAB	AnaptysBio	헬스케어	SmallCap	NASDAQ
KRT	카랫 패키징	소재	SmallCap	NASDAQ
KURA	Kura Oncology Inc	헬스케어	SmallCap	NASDAQ
TMC	TMC the metals company	소재	SmallCap	NASDAQ
CRMD	CorMedix Inc	헬스케어	SmallCap	NASDAQ
TRST	TrustCo Bank	금융	SmallCap	NASDAQ
AMRK	아마크 프레시	소재	SmallCap	NASDAQ
MNTK	몬타우크 리뉴어블스	유틸리티	SmallCap	NASDAQ
EVLV	Evolv Technologies Holdings	기술	SmallCap	NASDAQ
WASH	Washington Tr	금융	SmallCap	NASDAQ
HNST	어니스트	소비순환재	SmallCap	NASDAQ
TMCI	트리스 메디컬 컨셉트	헬스케어	SmallCap	NASDAQ
TREE	Lendingtree	금융	SmallCap	NASDAQ
CCBG	Cptl City Bank	금융	SmallCap	NASDAQ
ABUS	Arbutus Biopharma	헬스케어	SmallCap	NASDAQ
THFF	First Financial	금융	SmallCap	NASDAQ
SERV	Serve Robotics	산업	SmallCap	NASDAQ
ODP	ODP	소비순환재	SmallCap	NASDAQ
CASS	Cass Info	산업	SmallCap	NASDAQ
PGC	Peapack-Gladst.	금융	SmallCap	NASDAQ
IMTX	Immatics NV	헬스케어	SmallCap	NASDAQ
WEST	Westrock Coffee	필수소비재	SmallCap	NASDAQ
HIFS	Hingham Instit	금융	SmallCap	NASDAQ
LYTS	LSI Industries	소비순환재	SmallCap	NASDAQ
DJCO	Daily Journal Corp	기술	SmallCap	NASDAQ
KIDS	Orthopediatrics	헬스케어	SmallCap	NASDAQ
CCRN	Cross Country	산업	SmallCap	NASDAQ
ACIC	American Coastal Insurance	금융	SmallCap	NASDAQ
RDVT	Red Violet	기술	SmallCap	NASDAQ
FLX	BingEx	산업	SmallCap	NASDAQ
FRPH	Frp Holdings Ord	부동산	SmallCap	NASDAQ
CRNC	Cerence	기술	SmallCap	NASDAQ
MNRO	Monro Muffler	소비순환재	SmallCap	NASDAQ
SCHL	Scholastic Corp	소비순환재	SmallCap	NASDAQ
SVRA	사바라	헬스케어	SmallCap	NASDAQ
ORIC	Oric Pharma	헬스케어	SmallCap	NASDAQ
GAMB	Gambling.com Group	소비순환재	SmallCap	NASDAQ
CMCO	Columbus McKin.	산업	SmallCap	NASDAQ
SPFI	South Plains Financial	금융	SmallCap	NASDAQ
RAPP	Rapport Therapeutics	헬스케어	SmallCap	NASDAQ
FISI	F.F.I.	금융	SmallCap	NASDAQ
CLMB	Climb Global Solutions	기술	SmallCap	NASDAQ
FLWS	1800FLOWERS.COM	소비순환재	SmallCap	NASDAQ
RMR	RMR Group Inc	부동산	SmallCap	NASDAQ
SEPN	Septerna	헬스케어	SmallCap	NASDAQ
PGEN	Precigen	헬스케어	SmallCap	NASDAQ
IMXI	International Money Express	산업	SmallCap	NASDAQ
MPB	Mid Penn Bancorp	금융	SmallCap	NASDAQ
LVRO	Lavoro	소재	SmallCap	NASDAQ
CAN	Canaan	기술	SmallCap	NASDAQ
STOK	Stoke Therapeutics	헬스케어	SmallCap	NASDAQ
ACCD	애콜레이드	헬스케어	SmallCap	NASDAQ
DCGO	DocGo	헬스케어	SmallCap	NASDAQ
NVTS	Navitas Semiconductor	기술	SmallCap	NASDAQ
NYMT	NY Mortgage	부동산	SmallCap	NASDAQ
SENEA	Seneca Foods	필수소비재	SmallCap	NASDAQ
SENEB	Seneca Foods Corp (B)	필수소비재	SmallCap	NASDAQ
CCSI	Consensus Cloud Solutions	기술	SmallCap	NASDAQ
CGEM	쿨리난 온콜로지	헬스케어	SmallCap	NASDAQ
LINC	Lincoln Edu	아카데믹 및 교육 서비스	SmallCap	NASDAQ
API	아고라	기술	SmallCap	NASDAQ
INV	Innventure	금융	SmallCap	NASDAQ
SHBI	Shore Bancshares	금융	SmallCap	NASDAQ
VREX	Varex Imaging	헬스케어	SmallCap	NASDAQ
BIGC	빅커머스	기술	SmallCap	NASDAQ
PACB	Pacific Biosci	헬스케어	SmallCap	NASDAQ
CCNE	CNB Financial	금융	SmallCap	NASDAQ
AUTL	Autolus Therapeutics	헬스케어	SmallCap	NASDAQ
ALRS	Alerus Fin	금융	SmallCap	NASDAQ
FMNB	Farmers Ntnl	금융	SmallCap	NASDAQ
FARO	FARO Tech	기술	SmallCap	NASDAQ
OPAL	Opal Fuels	에너지	SmallCap	NASDAQ
XERS	Xeris Pharmaceuticals	헬스케어	SmallCap	NASDAQ
OMER	Omeros Corp	헬스케어	SmallCap	NASDAQ
EBTC	Enterprise Bcor	금융	SmallCap	NASDAQ
CBNK	Capital Bancorp	금융	SmallCap	NASDAQ
BCAL	Bank Southern California	금융	SmallCap	NASDAQ
MAZE	Maze Therapeutics		SmallCap	NASDAQ
LAB	Standard Biotools	헬스케어	SmallCap	NASDAQ
TECX	Tectonic Therapeutic	헬스케어	SmallCap	NASDAQ
RSVR	Reservoir Media	소비순환재	SmallCap	NASDAQ
PFIS	Peoples Fin	금융	SmallCap	NASDAQ
TCBX	Third Coast Bancshares	금융	SmallCap	NASDAQ
MGTX	MeiraGTx	헬스케어	SmallCap	NASDAQ
METC	Ramaco Resources	소재	SmallCap	NASDAQ
METCB	Ramaco Resources	소재	SmallCap	NASDAQ
NWPX	Northwest Pipe	소재	SmallCap	NASDAQ
DCTH	Delcath Systems	헬스케어	SmallCap	NASDAQ
FLGT	Fulgent Genetics	헬스케어	SmallCap	NASDAQ
BAND	Bandwidth	기술	SmallCap	NASDAQ
GAIN	Gladstone Inv	금융	SmallCap	NASDAQ
MLYS	Mineralys Therapeutics	헬스케어	SmallCap	NASDAQ
GRPN	Groupon Inc	소비순환재	SmallCap	NASDAQ
DGICA	Donegal Group	금융	SmallCap	NASDAQ
DGICB	Donegal Group (B)	금융	SmallCap	NASDAQ
NFBK	Northfield Bancorp	금융	SmallCap	NASDAQ
RNAC	Cartesian Therapeutics	헬스케어	SmallCap	NASDAQ
CLPT	Clearpoint Neuro	헬스케어	SmallCap	NASDAQ
FFIC	Flushing Fin.	금융	SmallCap	NASDAQ
ZJK	Zjk Industrial	산업	SmallCap	NASDAQ
DDI	Doubledown	소비순환재	SmallCap	NASDAQ
HUMA	Humacyte	헬스케어	SmallCap	NASDAQ
TWNP	Twin Hospitality	소비순환재	SmallCap	NASDAQ
HONE	HarborOne Banc	금융	SmallCap	NASDAQ
VLGEA	Village SprMrkt	필수소비재	SmallCap	NASDAQ
KELYB	Kelly Services (B)	산업	SmallCap	NASDAQ
KELYA	Kelly Services	산업	SmallCap	NASDAQ
SDA	SunCar Tech	필수소비재	SmallCap	NASDAQ
SNDL	SNDL Inc	헬스케어	SmallCap	NASDAQ
SBC	SBC Medical Holdings	산업	SmallCap	NASDAQ
OUST	Ouster	기술	SmallCap	NASDAQ
ARCT	Arcturus Therapeutics Holdings Inc	헬스케어	SmallCap	NASDAQ
DADA	다다 넥서스	기술	SmallCap	NASDAQ
SRDX	SurModics	헬스케어	SmallCap	NASDAQ
PRCH	Porch Group	기술	SmallCap	NASDAQ
ALTI	Alti Global	금융	SmallCap	NASDAQ
WLDN	Willdan Group	산업	SmallCap	NASDAQ
UNTY	Unity Bancorp	금융	SmallCap	NASDAQ
LASR	nLIGHT	기술	SmallCap	NASDAQ
KALV	Kalvista Pharma	헬스케어	SmallCap	NASDAQ
CELC	Celcuity	헬스케어	SmallCap	NASDAQ
SKYT	Skywater Technology	기술	SmallCap	NASDAQ
TRDA	Entrada Therapeutics	헬스케어	SmallCap	NASDAQ
LGTY	Logility Supply Chain Solutions	기술	SmallCap	NASDAQ
SOHU	Sohu.Com	기술	SmallCap	NASDAQ
SWBI	Smith & Wesson	산업	SmallCap	NASDAQ
TBPH	Theravance Biopharma	헬스케어	SmallCap	NASDAQ
YORW	The York Water	유틸리티	SmallCap	NASDAQ
GLRE	Greenlight Capital Re	금융	SmallCap	NASDAQ
PROK	ProKidney	헬스케어	SmallCap	NASDAQ
ORGO	Organogenesis	헬스케어	SmallCap	NASDAQ
CMPX	Compass Therapeutics,	헬스케어	SmallCap	NASDAQ
HNRG	Hallador Energy	에너지	SmallCap	NASDAQ
AKBA	Akebia Ther	헬스케어	SmallCap	NASDAQ
NRIM	Northrim BCorp	금융	SmallCap	NASDAQ
RICK	RCI Hospitality	소비순환재	SmallCap	NASDAQ
OABI	OmniAb	헬스케어	SmallCap	NASDAQ
BTBT	Bit Digital	기술	SmallCap	NASDAQ
CLFD	Clearfield	기술	SmallCap	NASDAQ
SMLR	Semler Scientifc	헬스케어	SmallCap	NASDAQ
INNV	이노베이지 홀딩	헬스케어	SmallCap	NASDAQ
ZSPC	"zSpace"	기술	SmallCap	NASDAQ
EYPT	Eyepoint Pharma	헬스케어	SmallCap	NASDAQ
ANSC	Agriculture Natural Solutions	금융	SmallCap	NASDAQ
URGN	UroGen Pharma	헬스케어	SmallCap	NASDAQ
ALT	알티뮨	헬스케어	SmallCap	NASDAQ
MITK	Mitek Systems	기술	SmallCap	NASDAQ
AROW	Arrow Financial	금융	SmallCap	NASDAQ
CDXC	Chromadex Corp	헬스케어	SmallCap	NASDAQ
KRNY	Kearny Financial	금융	SmallCap	NASDAQ
ALNT	Allient	산업	SmallCap	NASDAQ
AIRJ	AirJoule Tech	산업	SmallCap	NASDAQ
ERAS	Erasca	헬스케어	SmallCap	NASDAQ
TKNO	Alpha Teknova	헬스케어	SmallCap	NASDAQ
SAGE	SAGE Therapeutics	헬스케어	SmallCap	NASDAQ
BLDP	Ballard	에너지	SmallCap	NASDAQ
GOCO	고헬스	금융	SmallCap	NASDAQ
SIGA	SIGA Tech	헬스케어	SmallCap	NASDAQ
FBIZ	First Business	금융	SmallCap	NASDAQ
ATGL	Alpha Technology	기술	SmallCap	NASDAQ
MERC	Mercer Int	소재	SmallCap	NASDAQ
SVC	Service Properties	부동산	SmallCap	NASDAQ
SATL	Satellogic V	소재	SmallCap	NASDAQ
CVGW	Calavo Growers	필수소비재	SmallCap	NASDAQ
GPRE	Green Plains	에너지	SmallCap	NASDAQ
ZVRA	Zevra Therapeutics	헬스케어	SmallCap	NASDAQ
BSRR	Sierra Bancorp	금융	SmallCap	NASDAQ
ITIC	Investors Title	금융	SmallCap	NASDAQ
CWCO	Consolid. Water	유틸리티	SmallCap	NASDAQ
RWAY	Runway Growth Finance	금융	SmallCap	NASDAQ
ALLO	Allogene Therapeutics	헬스케어	SmallCap	NASDAQ
ETON	Eton Pharmaceuticals	헬스케어	SmallCap	NASDAQ
ACTG	Acacia Research	산업	SmallCap	NASDAQ
SHYF	Shyft Group Inc	소비순환재	SmallCap	NASDAQ
DOGZ	Dogness A	소비순환재	SmallCap	NASDAQ
MTRX	Matrix Service	산업	SmallCap	NASDAQ
KE	Kimball Electronics	기술	SmallCap	NASDAQ
EWCZ	European Wax Center	필수소비재	SmallCap	NASDAQ
ANGO	AngioDynamics	헬스케어	SmallCap	NASDAQ
KROS	Keros	헬스케어	SmallCap	NASDAQ
NETD	Nabors Energy Transition	금융	SmallCap	NASDAQ
LMNR	Limoneira Co	필수소비재	SmallCap	NASDAQ
GLUE	Monte Rosa Therapeutics	헬스케어	SmallCap	NASDAQ
TCMD	Tactile Systems	헬스케어	SmallCap	NASDAQ
MSBI	Midland States Banc	금융	SmallCap	NASDAQ
CARE	Carter Bank	금융	SmallCap	NASDAQ
CRMT	America CarMart	소비순환재	SmallCap	NASDAQ
TITN	Titan Machinery	산업	SmallCap	NASDAQ
SNBR	슬립 넘버	소비순환재	SmallCap	NASDAQ
EGHT	8x8 Inc	기술	SmallCap	NASDAQ
BWB	Bridgewater Bancshares	금융	SmallCap	NASDAQ
NRC	National Research	산업	SmallCap	NASDAQ
UPB	Upstream Bio	헬스케어	SmallCap	NASDAQ
BSVN	Bank7	금융	SmallCap	NASDAQ
NATH	Nathans Famous	소비순환재	SmallCap	NASDAQ
TBRG	Trubridge	헬스케어	SmallCap	NASDAQ
DHIL	Diamond Hill	금융	SmallCap	NASDAQ
GEVO	제보	에너지	SmallCap	NASDAQ
HBCP	Home Bancorp	금융	SmallCap	NASDAQ
BMRC	Bank of Marin	금융	SmallCap	NASDAQ
ATXS	Astria Therapeutics	헬스케어	SmallCap	NASDAQ
AURA	Aura Biosciences	헬스케어	SmallCap	NASDAQ
PHAT	Phathom Pharma	헬스케어	SmallCap	NASDAQ
CMRX	Chimerix	헬스케어	SmallCap	NASDAQ
BWMN	보우만 컨설팅	산업	SmallCap	NASDAQ
ZEUS	Olympic Steel	소재	SmallCap	NASDAQ
NNOX	나녹스	헬스케어	SmallCap	NASDAQ
HRZN	Horizon Tech	금융	SmallCap	NASDAQ
AIP	Arteris	기술	SmallCap	NASDAQ
PSNL	Personalis	헬스케어	SmallCap	NASDAQ
ORKA	Oruka Therapeutics	헬스케어	SmallCap	NASDAQ
KLTR	칼투라	기술	SmallCap	NASDAQ
GMGI	Golden Matrix	기술	SmallCap	NASDAQ
APEI	A.P.E.I.	아카데믹 및 교육 서비스	SmallCap	NASDAQ
AMCX	AMC Networks A	소비순환재	SmallCap	NASDAQ
CDZI	Cadiz	유틸리티	SmallCap	NASDAQ
RRBI	Red River Bancshares	금융	SmallCap	NASDAQ
ALDX	Aldeyra The	헬스케어	SmallCap	NASDAQ
ATAI	ATAI Life Sciences BV	헬스케어	SmallCap	NASDAQ
CCIX	Churchill Capital	금융	SmallCap	NASDAQ
CADL	Candel Therapeutics	헬스케어	SmallCap	NASDAQ
OFLX	Omega Flex	산업	SmallCap	NASDAQ
CVRX	CVRx	헬스케어	SmallCap	NASDAQ
JYD	Jayud Global Logistics	산업	SmallCap	NASDAQ
FRBA	First Bank	금융	SmallCap	NASDAQ
RIGL	Rigel Pharma	헬스케어	SmallCap	NASDAQ
LSAK	Lesaka Tech	산업	SmallCap	NASDAQ
BBCP	Concrete Pumping A	산업	SmallCap	NASDAQ
TBCH	Turtle Beach	기술	SmallCap	NASDAQ
ASPI	ASP Isotopes	헬스케어	SmallCap	NASDAQ
WALD	Waldencast Acquisition	소비순환재	SmallCap	NASDAQ
CDRO	Codere Online US	소비순환재	SmallCap	NASDAQ
JAKK	JAKKS Pacific	소비순환재	SmallCap	NASDAQ
WTBA	West BanCorp	금융	SmallCap	NASDAQ
AHG	Akso Health DRC	기술	SmallCap	NASDAQ
USCB	US Century Bank	금융	SmallCap	NASDAQ
PBPB	Potbelly Co	소비순환재	SmallCap	NASDAQ
LOCO	El Pollo Loco Holdings Inc	소비순환재	SmallCap	NASDAQ
GPAT	GP Act III Acquisition	금융	SmallCap	NASDAQ
OLMA	올레마	헬스케어	SmallCap	NASDAQ
LE	Lands' End	소비순환재	SmallCap	NASDAQ
NPCE	뉴로페이스	헬스케어	SmallCap	NASDAQ
BLZE	Backblaze	기술	SmallCap	NASDAQ
ESPR	Esperion	헬스케어	SmallCap	NASDAQ
ALF	Centurion Acquisition	금융	SmallCap	NASDAQ
HAIN	Hain Celestial	필수소비재	SmallCap	NASDAQ
MBAV	M3 Brigade Acquisition V	금융	SmallCap	NASDAQ
TRVI	트레비 테라퓨틱스	헬스케어	SmallCap	NASDAQ
ASLE	AerSale	산업	SmallCap	NASDAQ
LOVE	Lovesac	소비순환재	SmallCap	NASDAQ
ZIMV	ZimVie	헬스케어	SmallCap	NASDAQ
PRME	Prime Medicine	헬스케어	SmallCap	NASDAQ
RGNX	Regenxbio Inc	헬스케어	SmallCap	NASDAQ
CWBC	Community West Bancshares	금융	SmallCap	NASDAQ
CCIR	Cohen Circle Acquisition I	금융	SmallCap	NASDAQ
IBEX	IBEX	기술	SmallCap	NASDAQ
NVEC	NVE Corp	기술	SmallCap	NASDAQ
NUTX	Nutex Health	헬스케어	SmallCap	NASDAQ
RDUS	Radius Recycling	소재	SmallCap	NASDAQ
FMAO	Farmers & Merchants Bancorp	금융	SmallCap	NASDAQ
ACNB	ACNB Corp	금융	SmallCap	NASDAQ
TRML	Tourmaline Bio	헬스케어	SmallCap	NASDAQ
QSI	QuantumSi	헬스케어	SmallCap	NASDAQ
DOMO	Domo	기술	SmallCap	NASDAQ
LAES	Sealsq	기술	SmallCap	NASDAQ
CDXS	Codexis	헬스케어	SmallCap	NASDAQ
MBX	MBX Biosciences	헬스케어	SmallCap	NASDAQ
TERN	턴스 파마슈티컬스	헬스케어	SmallCap	NASDAQ
CERS	Cerus Corp	헬스케어	SmallCap	NASDAQ
WEYS	Weyco Group	소비순환재	SmallCap	NASDAQ
SPOK	Spok Holdings	기술	SmallCap	NASDAQ
EXFY	Expensify	기술	SmallCap	NASDAQ
FHTX	Foghorn	헬스케어	SmallCap	NASDAQ
TTSH	Tile Shop Holdings	소비순환재	SmallCap	NASDAQ
PKOH	Park Ohio Holdings	산업	SmallCap	NASDAQ
NEWT	Newtek Business S	금융	SmallCap	NASDAQ
CRML	Critical Metals Corp	소재	SmallCap	NASDAQ
PANL	Pangaea Logistic	산업	SmallCap	NASDAQ
GIG	GigCapital7	금융	SmallCap	NASDAQ
BRY	Berry Petroleum	에너지	SmallCap	NASDAQ
OB	Outbrain	기술	SmallCap	NASDAQ
TSHA	Taysha Gene	헬스케어	SmallCap	NASDAQ
AIRS	Airsculpt Technologies	헬스케어	SmallCap	NASDAQ
PNRG	PrimeEnergy Corp	에너지	SmallCap	NASDAQ
LWAY	Lifeway Foods	필수소비재	SmallCap	NASDAQ
CYRX	Cryoport Inc	산업	SmallCap	NASDAQ
CIVB	Civista Bancshares	금융	SmallCap	NASDAQ
LFMD	LifeMD	헬스케어	SmallCap	NASDAQ
CZNC	Citiz. &North.	금융	SmallCap	NASDAQ
EHTH	eHealth	금융	SmallCap	NASDAQ
HCAT	Health Catalyst	기술	SmallCap	NASDAQ
ANNX	아넥손	헬스케어	SmallCap	NASDAQ
PMTS	CPI Card	금융	SmallCap	NASDAQ
VALU	Value Line	산업	SmallCap	NASDAQ
HIT	Health In Tech		SmallCap	NASDAQ
IHRT	iHeartMedia A	소비순환재	SmallCap	NASDAQ
VUZI	Vuzix Corp Cmn Stk	기술	SmallCap	NASDAQ
SSBK	Southern States Bancshares	금융	SmallCap	NASDAQ
MCFT	Mastercraft Boat	소비순환재	SmallCap	NASDAQ
VACH	Voyager Acquisition	금융	SmallCap	NASDAQ
ARTNA	Artesian Res	유틸리티	SmallCap	NASDAQ
AEHR	Aehr Test Systems	기술	SmallCap	NASDAQ
XOMA	XOMA	헬스케어	SmallCap	NASDAQ
RR	Richtech Robotics	기술	SmallCap	NASDAQ
REFI	Chicago Atlantic Real Estate Finance	부동산	SmallCap	NASDAQ
BEAG	Bold Eagle Acquisition		SmallCap	NASDAQ
CRVS	Corvus Pharmaceuticals	헬스케어	SmallCap	NASDAQ
RBB	RBB Bancorp	금융	SmallCap	NASDAQ
CMPS	Compass Pathways	헬스케어	SmallCap	NASDAQ
BIOX	Bioceres Crop	소재	SmallCap	NASDAQ
CUB	Lionheart Holdings	금융	SmallCap	NASDAQ
ONEW	Onewater Marine	소비순환재	SmallCap	NASDAQ
ASUR	Asure Software Inc	기술	SmallCap	NASDAQ
RMNI	Rimini Street	기술	SmallCap	NASDAQ
QTRX	Quanterix	헬스케어	SmallCap	NASDAQ
SIMA	SIM Acquisition I	금융	SmallCap	NASDAQ
BCML	BayCom	금융	SmallCap	NASDAQ
JOUT	Johnson Outdrs	소비순환재	SmallCap	NASDAQ
CZFS	Citizens Financial Services	금융	SmallCap	NASDAQ
LSEA	Landsea Homes	부동산	SmallCap	NASDAQ
FLIC	First of Long Island	금융	SmallCap	NASDAQ
PAMT	P.A.M. Transportation	산업	SmallCap	NASDAQ
IRWD	Ironwood Pharma	헬스케어	SmallCap	NASDAQ
SNFCA	Security National	금융	SmallCap	NASDAQ
SMTI	Sanara Medtech	헬스케어	SmallCap	NASDAQ
VMD	Viemed Healthcare	헬스케어	SmallCap	NASDAQ
DRDB	Roman DBDR Acquisition II		SmallCap	NASDAQ
OBT	Orange County Bancorp	금융	SmallCap	NASDAQ
PDLB	Ponce Financial	금융	SmallCap	NASDAQ
AQST	Aquestive Therapeutics	헬스케어	SmallCap	NASDAQ
TDUP	스레드업	기술	SmallCap	NASDAQ
ZUMZ	Zumiez Inc	소비순환재	SmallCap	NASDAQ
FSBW	FS Bancorp Inc	금융	SmallCap	NASDAQ
ENGN	enGene Holdings	헬스케어	SmallCap	NASDAQ
NODK	NI Holdings	금융	SmallCap	NASDAQ
LCID	루시드	소비순환재	MidCap	NASDAQ
DOX	Amdocs	기술	MidCap	NASDAQ
MRNO	Murano Global Investments Plc	부동산	MidCap	NASDAQ
EXEL	Exelixis	헬스케어	MidCap	NASDAQ
HQY	Healthequity Inc	기술	MidCap	NASDAQ
MASI	Masimo Corp	헬스케어	MidCap	NASDAQ
RGLD	Royal Gold Inc	소재	MidCap	NASDAQ
FRHC	Freedom	금융	MidCap	NASDAQ
HSIC	헨리 샤인	헬스케어	MidCap	NASDAQ
ALTR	알테어	기술	MidCap	NASDAQ
WYNN	윈 리조트	소비순환재	MidCap	NASDAQ
AGNC	AGNC 인베스트먼트	부동산	MidCap	NASDAQ
ASTS	Ast Spacemobile	기술	MidCap	NASDAQ
AAON	AAON	산업	MidCap	NASDAQ
PNFP	Pinnacle Fin.	금융	MidCap	NASDAQ
SIRI	시리우스 XM	소비순환재	MidCap	NASDAQ
MTSI	MACOM Tech	기술	MidCap	NASDAQ
BILI	빌리빌리	기술	MidCap	NASDAQ
EXAS	이그젝트 사이	헬스케어	MidCap	NASDAQ
MIDD	Middleby Corp	산업	MidCap	NASDAQ
TTAN	ServiceTitan	기술	MidCap	NASDAQ
CHDN	Churchill Downs	소비순환재	MidCap	NASDAQ
FYBR	Frontier Communications Parent	기술	MidCap	NASDAQ
WING	Wingstop Inc	소비순환재	MidCap	NASDAQ
LSCC	래티스 세미컨덕터	기술	MidCap	NASDAQ
VFS	VinFast	소비순환재	MidCap	NASDAQ
CBSH	Commerce Bancshar	금융	MidCap	NASDAQ
HLNE	Hamilton Lane	금융	MidCap	NASDAQ
MTCH	매치 그룹	기술	MidCap	NASDAQ
WTFC	Wintrust Fin.	금융	MidCap	NASDAQ
APA	아파치	에너지	MidCap	NASDAQ
HAS	해즈브로	소비순환재	MidCap	NASDAQ
ENPH	인페이즈 에너지	에너지	MidCap	NASDAQ
CZR	시저스 엔터	소비순환재	MidCap	NASDAQ
WBA	월그린 부츠 얼라이언스	필수소비재	MidCap	NASDAQ
SATS	EchoStar Corp	기술	MidCap	NASDAQ
SFD	Smithfield Foods	필수소비재	MidCap	NASDAQ
LNW	Light Wonder	소비순환재	MidCap	NASDAQ
ZION	자이언스 뱅코프	금융	MidCap	NASDAQ
RGEN	Repligen Corp	헬스케어	MidCap	NASDAQ
TTEK	Tetra Tech	산업	MidCap	NASDAQ
EXLS	ExlService Hldg	산업	MidCap	NASDAQ
UMBF	UMB Financial	금융	MidCap	NASDAQ
CVLT	Commvault System	기술	MidCap	NASDAQ
JAZZ	Jazz Pharma	헬스케어	MidCap	NASDAQ
PARA	파라마운트 글로벌 B	소비순환재	MidCap	NASDAQ
PARAA	Paramount Global A	소비순환재	MidCap	NASDAQ
FSV	FirstService	부동산	MidCap	NASDAQ
XP	Xp	금융	MidCap	NASDAQ
APPF	Appfolio Inc	기술	MidCap	NASDAQ
WAY	Waystar Holding	기술	MidCap	NASDAQ
UPST	업스타트 홀딩스	금융	MidCap	NASDAQ
DRS	Leonardo DRS	산업	MidCap	NASDAQ
CORT	Corcept Therap	헬스케어	MidCap	NASDAQ
ONB	Old National	금융	MidCap	NASDAQ
BRKR	Bruker	헬스케어	MidCap	NASDAQ
ROIV	Roivant Sciences	헬스케어	MidCap	NASDAQ
RVMD	Revolution Med	헬스케어	MidCap	NASDAQ
STEP	스텝스톤	금융	MidCap	NASDAQ
HALO	Halozyme Therap	헬스케어	MidCap	NASDAQ
MAT	마텔	소비순환재	MidCap	NASDAQ
MDGL	Madrigal Pharma	헬스케어	MidCap	NASDAQ
BECN	Beacon Roofing	소비순환재	MidCap	NASDAQ
BPOP	Popular Inc	금융	MidCap	NASDAQ
MKTX	마켓액세스홀딩스	금융	MidCap	NASDAQ
ENSG	Ensign Group	헬스케어	MidCap	NASDAQ
PEGA	Pegasystems Inc	기술	MidCap	NASDAQ
VERX	버텍스	기술	MidCap	NASDAQ
QRVO	코르보	기술	MidCap	NASDAQ
BOKF	BOK Financial Corp	금융	MidCap	NASDAQ
UFPI	Ufp Industries	소재	MidCap	NASDAQ
CWST	Casella Waste	산업	MidCap	NASDAQ
