ticker	name	sector	cap	exchange
CCCS	CCC Intelligent Solutions Holdings	기술	MidCap	NASDAQ
HCP	Hashicorp	기술	MidCap	NASDAQ
WSC	WillScot A	산업	MidCap	NASDAQ
MKSI	MKS Instruments	산업	MidCap	NASDAQ
NXT	Nextracker	에너지	MidCap	NASDAQ
QFIN	Qifu Tech DRC	금융	MidCap	NASDAQ
COOP	Mr. Cooper	금융	MidCap	NASDAQ
CHRD	Chord Energy	에너지	MidCap	NASDAQ
OLED	Univ. Display	기술	MidCap	NASDAQ
RMBS	Rambus Inc	기술	MidCap	NASDAQ
DJT	Trump Media & Technology Group	기술	MidCap	NASDAQ
LEGN	Legend Bio	헬스케어	MidCap	NASDAQ
OLLI	올리즈 바겐 아울렛	소비순환재	MidCap	NASDAQ
SRAD	Sportradar	기술	MidCap	NASDAQ
SLM	SLM - 셀리 메이	금융	MidCap	NASDAQ
BBIO	BridgeBio Pharma	헬스케어	MidCap	NASDAQ
ETSY	엣시	소비순환재	MidCap	NASDAQ
AXSM	Axsome Therapeutics Inc	헬스케어	MidCap	NASDAQ
MMSI	Merit Medical	헬스케어	MidCap	NASDAQ
FRPT	프레시펫	필수소비재	MidCap	NASDAQ
CACC	Credit Accept	금융	MidCap	NASDAQ
LFUS	Littelfuse	기술	MidCap	NASDAQ
CROX	Crocs	소비순환재	MidCap	NASDAQ
OS	OneStream	기술	MidCap	NASDAQ
CRVL	CorVel Corp	헬스케어	MidCap	NASDAQ
BPMC	Blueprint Medicines Corp	헬스케어	MidCap	NASDAQ
GH	Guardant Health	헬스케어	MidCap	NASDAQ
OZK	Bank Ozk	금융	MidCap	NASDAQ
ALKS	Alkermes Plc	헬스케어	MidCap	NASDAQ
CRUS	Cirrus Logic	기술	MidCap	NASDAQ
PONY	Pony Ai	기술	MidCap	NASDAQ
INTA	Intapp	기술	MidCap	NASDAQ
COLB	Columbia Bank	금융	MidCap	NASDAQ
MARA	마라톤 디지털	기술	MidCap	NASDAQ
LSTR	Landstar System	산업	MidCap	NASDAQ
VIRT	Virtu Financial Inc	금융	MidCap	NASDAQ
CGNX	Cognex Corp	산업	MidCap	NASDAQ
CHX	ChampionX Corp	에너지	MidCap	NASDAQ
LYFT	LYFT	기술	MidCap	NASDAQ
VLY	Valley National	금융	MidCap	NASDAQ
GNTX	Gentex Corp	소비순환재	MidCap	NASDAQ
LNTH	Lantheus Holdings Inc	헬스케어	MidCap	NASDAQ
RRR	Red Rock Resorts	소비순환재	MidCap	NASDAQ
SPSC	SPS Commerce	기술	MidCap	NASDAQ
AMKR	Amkor Tech	기술	MidCap	NASDAQ
NUVL	Nuvalent	헬스케어	MidCap	NASDAQ
ACIW	ACI Worldwide	기술	MidCap	NASDAQ
IDCC	InterDigital	기술	MidCap	NASDAQ
CYTK	Cytokinetics Inc	헬스케어	MidCap	NASDAQ
RELY	Remitly Global	산업	MidCap	NASDAQ
LITE	Lumentum Holdings Inc	기술	MidCap	NASDAQ
BCPC	Balchem Corp	소재	MidCap	NASDAQ
OPCH	Option Care Health	헬스케어	MidCap	NASDAQ
CSWI	CSW Industrials Inc	산업	MidCap	NASDAQ
FFIN	First Fin Bshar	금융	MidCap	NASDAQ
LOPE	Grand Canyon	아카데믹 및 교육 서비스	MidCap	NASDAQ
QLYS	Qualys Inc	기술	MidCap	NASDAQ
NSIT	Insight Enterp	기술	MidCap	NASDAQ
FCFS	FirstCash	금융	MidCap	NASDAQ
CELH	Celsius	필수소비재	MidCap	NASDAQ
LANC	Lancaster Col.	필수소비재	MidCap	NASDAQ
URBN	어반 아웃피터스	소비순환재	MidCap	NASDAQ
HWC	Hancock Whitney	금융	MidCap	NASDAQ
ACT	이넥트	금융	MidCap	NASDAQ
FRSH	Freshworks	기술	MidCap	NASDAQ
WFRD	Weatherford Intl	에너지	MidCap	NASDAQ
NOVT	Novanta	기술	MidCap	NASDAQ
UBSI	United BShares	금융	MidCap	NASDAQ
PECO	Phillips Edison Co	부동산	MidCap	NASDAQ
REYN	Reynolds	필수소비재	MidCap	NASDAQ
SIGI	Selective Insu	금융	MidCap	NASDAQ
VRNS	Varonis Systems	기술	MidCap	NASDAQ
SAIC	Science Applications	기술	MidCap	NASDAQ
PAGP	Plains GP Holdings	에너지	MidCap	NASDAQ
IONS	Ionis Pharma	헬스케어	MidCap	NASDAQ
FIVE	Five Below Inc	소비순환재	MidCap	NASDAQ
SANM	Sanmina Corp	기술	MidCap	NASDAQ
SLAB	Silicon Laborator	기술	MidCap	NASDAQ
ESGR	Enstar Group	금융	MidCap	NASDAQ
COLM	Columbia Sports	소비순환재	MidCap	NASDAQ
KC	Kingsoft Cloud	기술	MidCap	NASDAQ
NXST	Nexstar	소비순환재	MidCap	NASDAQ
ALGM	Allegro	기술	MidCap	NASDAQ
RUSHB	Rush Enterprises	소비순환재	MidCap	NASDAQ
RUSHA	Rush A	소비순환재	MidCap	NASDAQ
NARI	Inari Med	헬스케어	MidCap	NASDAQ
AEIS	Advanced Energy	산업	MidCap	NASDAQ
TENB	Tenable	기술	MidCap	NASDAQ
CALM	Cal-Maine Foods	필수소비재	MidCap	NASDAQ
EEFT	Euronet	산업	MidCap	NASDAQ
FELE	Franklin Elect	산업	MidCap	NASDAQ
TIGO	Millicom	기술	MidCap	NASDAQ
IESC	IES Holdings	산업	MidCap	NASDAQ
RDNT	RadNet	헬스케어	MidCap	NASDAQ
BGC	Bgc Group	금융	MidCap	NASDAQ
FTDR	Frontdoor	필수소비재	MidCap	NASDAQ
EXPO	Exponent	산업	MidCap	NASDAQ
CLBT	Cellebrite	기술	MidCap	NASDAQ
SKYW	SkyWest	산업	MidCap	NASDAQ
FROG	제이프로그	기술	MidCap	NASDAQ
AVT	Avnet Inc	기술	MidCap	NASDAQ
TGTX	TG	헬스케어	MidCap	NASDAQ
KRYS	Krystal Biotech	헬스케어	MidCap	NASDAQ
AVAV	에어로 바이론먼트	산업	MidCap	NASDAQ
VCTR	Victory Capital	금융	MidCap	NASDAQ
ITRI	Itron Inc	기술	MidCap	NASDAQ
ROAD	Construction Partners	산업	MidCap	NASDAQ
VRRM	Verra Mobility	산업	MidCap	NASDAQ
CVCO	Cavco Ind.	소비순환재	MidCap	NASDAQ
BRZE	Braze	기술	MidCap	NASDAQ
SWTX	SpringWorks	헬스케어	MidCap	NASDAQ
GSHD	Goosehead Insurance	금융	MidCap	NASDAQ
CRSP	크리스퍼 테라퓨틱스	헬스케어	MidCap	NASDAQ
GLNG	골라LNG	에너지	MidCap	NASDAQ
IPAR	Inter Parfums	필수소비재	MidCap	NASDAQ
GBDC	Golub Cptl BDC	금융	MidCap	NASDAQ
SITM	Sitime Corp	기술	MidCap	NASDAQ
RXRX	리커젼 파마	헬스케어	MidCap	NASDAQ
CARG	CarGurus	기술	MidCap	NASDAQ
KTOS	Kratos Defense	산업	MidCap	NASDAQ
RIOT	Riot Platforms	기술	MidCap	NASDAQ
STRL	Sterling	산업	MidCap	NASDAQ
IAC	IAC Interactivecorp	기술	MidCap	NASDAQ
SOUN	SoundHound AI	기술	MidCap	NASDAQ
LBTYK	리버티 글로벌 C	기술	MidCap	NASDAQ
IBOC	Intl Ban	금융	MidCap	NASDAQ
PYCR	Paycor HCM	기술	MidCap	NASDAQ
PTCT	PTC Therapeutics	헬스케어	MidCap	NASDAQ
LBTYB	Liberty Global B	기술	MidCap	NASDAQ
BANF	BancFirst Corp	금융	MidCap	NASDAQ
NCNO	엔시노	기술	MidCap	NASDAQ
BLKB	Blackbaud	기술	MidCap	NASDAQ
LBTYA	리버티 글로벌	기술	MidCap	NASDAQ
ICUI	ICU Medical	헬스케어	MidCap	NASDAQ
ALVO	Alvotech	헬스케어	MidCap	NASDAQ
RARE	울트라제닉스 파마슈티컬	헬스케어	MidCap	NASDAQ
SBRA	Sabra	부동산	MidCap	NASDAQ
CCOI	Cogent Comm	기술	MidCap	NASDAQ
DORM	Dorman Products	소비순환재	MidCap	NASDAQ
RNA	어비디티 바이오사이언스	헬스케어	MidCap	NASDAQ
AKRO	Akero Therapeutics	헬스케어	MidCap	NASDAQ
BTSG	Brightspring Health Services	헬스케어	MidCap	NASDAQ
DLO	Dlocal	산업	MidCap	NASDAQ
SHC	소테라헬스	헬스케어	MidCap	NASDAQ
ACHC	Acadia Hlthcre	헬스케어	MidCap	NASDAQ
SMPL	Simply Good Foods	필수소비재	MidCap	NASDAQ
PTON	펠로톤	소비순환재	MidCap	NASDAQ
TFSL	TFS Financial Corp	금융	MidCap	NASDAQ
PAYO	Payoneer Global Inc	산업	MidCap	NASDAQ
ADMA	ADMA Biologics Inc	헬스케어	MidCap	NASDAQ
SNEX	INTL FCStone	금융	MidCap	NASDAQ
PLXS	Plexus Corp	기술	MidCap	NASDAQ
EBC	Eastern Bankshares	금융	MidCap	NASDAQ
FULT	Fulton Financial	금융	MidCap	NASDAQ
TCBI	Texas Capital	금융	MidCap	NASDAQ
ASO	아카데미 스포츠	소비순환재	MidCap	NASDAQ
FIZZ	내셔널 베버리지	필수소비재	MidCap	NASDAQ
RUM	Rumble	기술	MidCap	NASDAQ
PRCT	Procept Biorobotics	헬스케어	MidCap	NASDAQ
AVPT	Avepoint	기술	MidCap	NASDAQ
BHF	Brighthouse Financial	금융	MidCap	NASDAQ
XRAY	덴츠플라이	헬스케어	MidCap	NASDAQ
ACVA	Acv 옥션	기술	MidCap	NASDAQ
NMRK	Newmark Group	부동산	MidCap	NASDAQ
OSIS	OSI Systems	기술	MidCap	NASDAQ
ACLX	Arcellx	헬스케어	MidCap	NASDAQ
ZI	ZoomInfo	기술	MidCap	NASDAQ
IRTC	iRhythm Tech	헬스케어	MidCap	NASDAQ
CORZ	Core Scientific	기술	MidCap	NASDAQ
RYTM	Rhythm Pharma	헬스케어	MidCap	NASDAQ
SRRK	Scholar Rock	헬스케어	MidCap	NASDAQ
PCH	PotlatchDeltic	부동산	MidCap	NASDAQ
IMVT	Immunovant	헬스케어	MidCap	NASDAQ
PTEN	패터슨-UTI	에너지	MidCap	NASDAQ
FA	First Advantage	산업	MidCap	NASDAQ
IRDM	이리디움 커뮤	기술	MidCap	NASDAQ
FHB	First Hawaiian	금융	MidCap	NASDAQ
FIBK	First Interst.	금융	MidCap	NASDAQ
APLS	아펠리스	헬스케어	MidCap	NASDAQ
PENN	펜 엔터테인먼트	소비순환재	MidCap	NASDAQ
VKTX	Viking Therapeutics Inc	헬스케어	MidCap	NASDAQ
POWI	Power Integrat	기술	MidCap	NASDAQ
PLMR	Palomar	금융	MidCap	NASDAQ
ACAD	ACADIA Pharmaceuticals	헬스케어	MidCap	NASDAQ
RGTI	Rigetti Computing	기술	MidCap	NASDAQ
ALKT	알카미 테크	기술	MidCap	NASDAQ
CATY	Cathay General	금융	MidCap	NASDAQ
WSFS	WSFS Financial	금융	MidCap	NASDAQ
SGRY	Surgery Partners Inc	헬스케어	MidCap	NASDAQ
NFE	New Fortress Energy	유틸리티	MidCap	NASDAQ
CRNX	Crinetics Pharma	헬스케어	MidCap	NASDAQ
AMBA	Ambarella Inc	기술	MidCap	NASDAQ
MGEE	MGE Energy Inc	유틸리티	MidCap	NASDAQ
SMTC	Semtech Corp	기술	MidCap	NASDAQ
OTTR	Otter Tail Corp	유틸리티	MidCap	NASDAQ
PATK	Patrick Ind.	소비순환재	MidCap	NASDAQ
HEES	H&E Equipment	산업	MidCap	NASDAQ
BL	블랙라인	기술	MidCap	NASDAQ
PTVE	팩티브	소재	MidCap	NASDAQ
VCYT	Veracyte Inc	헬스케어	MidCap	NASDAQ
NWE	NorthWestern	유틸리티	MidCap	NASDAQ
CAR	Avis	산업	MidCap	NASDAQ
BTDR	Bitdeer Tech	기술	MidCap	NASDAQ
MTSR	Metsera		MidCap	NASDAQ
DOOO	BRP Inc	소비순환재	MidCap	NASDAQ
WDFC	WD-40 Company	필수소비재	MidCap	NASDAQ
ALRM	Alarm.com Holdings	기술	MidCap	NASDAQ
CNXC	Concentrix	산업	MidCap	NASDAQ
DNLI	Denali Therapeutics	헬스케어	MidCap	NASDAQ
LFST	Lifestance Health Group	헬스케어	MidCap	NASDAQ
AMED	아메디시스	헬스케어	MidCap	NASDAQ
PRVA	프리비아 헬스	헬스케어	MidCap	NASDAQ
LAUR	Laureate Education	아카데믹 및 교육 서비스	MidCap	NASDAQ
FIVN	Five9	기술	MidCap	NASDAQ
XENE	Xenon Pharmaceuticals	헬스케어	MidCap	NASDAQ
USLM	United States	소재	MidCap	NASDAQ
LUNR	Intuitive Machines	산업	MidCap	NASDAQ
MGRC	M.G.R.C.	산업	MidCap	NASDAQ
PI	Impinj	기술	MidCap	NASDAQ
CLSK	CleanSpark	기술	MidCap	NASDAQ
NWL	뉴웰브랜즈	소비순환재	MidCap	NASDAQ
FORM	FormFactor	기술	MidCap	NASDAQ
FOLD	아미쿠스 테라	헬스케어	MidCap	NASDAQ
WEN	The Wendys Co	소비순환재	MidCap	NASDAQ
INDB	Indepen. Bank	금융	MidCap	NASDAQ
STNE	StoneCo	기술	MidCap	NASDAQ
TBBK	The Bancorp	금융	MidCap	NASDAQ
SHOO	Steven Madden	소비순환재	MidCap	NASDAQ
GSAT	Globalstar Inc	기술	MidCap	NASDAQ
IREN	IREN Ltd	기술	MidCap	NASDAQ
TWST	Twist Bioscience	헬스케어	MidCap	NASDAQ
CVBF	CVB Financial	금융	MidCap	NASDAQ
SFNC	Simmons First Nat	금융	MidCap	NASDAQ
SYNA	Synapticsorp	기술	MidCap	NASDAQ
VCEL	Vericel Corp Ord	헬스케어	MidCap	NASDAQ
MGNI	매그나이트	소비순환재	MidCap	NASDAQ
NMIH	NMI Holdings	금융	MidCap	NASDAQ
CPRX	Catalyst Pharmaceuticals	헬스케어	MidCap	NASDAQ
PLTK	플레이티카 홀딩스	기술	MidCap	NASDAQ
MRUS	Merus	헬스케어	MidCap	NASDAQ
PDCO	패터슨 덴탈	헬스케어	MidCap	NASDAQ
TOWN	Towne Bank	금융	MidCap	NASDAQ
GT	Goodyear Tire & Rubber Co	소비순환재	MidCap	NASDAQ
QDEL	Quidel Corp	헬스케어	MidCap	NASDAQ
PSMT	PriceSmart	소비순환재	MidCap	NASDAQ
CAKE	Cheesecake Fac.	소비순환재	MidCap	NASDAQ
MLTX	MoonLake Immunotherapeutics	헬스케어	MidCap	NASDAQ
IOSP	Innospec Inc	소재	MidCap	NASDAQ
TTMI	TTM Tech	기술	MidCap	NASDAQ
IPGP	IPG 포토닉스	기술	MidCap	NASDAQ
VIAV	Viavi Solutions	기술	MidCap	NASDAQ
FFBC	First Fin Bcorp	금융	MidCap	NASDAQ
DRVN	드리븐 브랜즈 홀딩스	필수소비재	MidCap	NASDAQ
MRCY	Mercury Systems	산업	MidCap	NASDAQ
IBRX	Immunitybio Inc	헬스케어	MidCap	NASDAQ
CHEF	Chefs Warehouse	필수소비재	MidCap	NASDAQ
MRX	Marex	금융	MidCap	NASDAQ
HUBG	Hub Group	산업	MidCap	NASDAQ
GCMG	GCM Grosvenor	금융	MidCap	NASDAQ
ALHC	얼라인먼트 헬스	헬스케어	MidCap	NASDAQ
LIVN	LivaNova PLC	헬스케어	MidCap	NASDAQ
FRME	First Merchants	금융	MidCap	NASDAQ
BEAM	빔 테라퓨틱스	헬스케어	MidCap	NASDAQ
LION	Lionsgate Studios	소비순환재	MidCap	NASDAQ
POWL	Powell Ind.	산업	MidCap	NASDAQ
BATRK	Atlanta Braves Holdings C	소비순환재	MidCap	NASDAQ
BATRA	Atlanta Braves Holdings	소비순환재	MidCap	NASDAQ
ARWR	Arrowhead Pharma	헬스케어	MidCap	NASDAQ
PRGS	Progress SWare	기술	MidCap	NASDAQ
STRA	Strategic Education	아카데믹 및 교육 서비스	MidCap	NASDAQ
DIOD	Diodes Inc	기술	MidCap	NASDAQ
TRIP	Tripadvisor	소비순환재	MidCap	NASDAQ
SBCF	Seacoast Bank	금융	MidCap	NASDAQ
ODD	Oddity Tech	필수소비재	MidCap	NASDAQ
WSBC	WesBanco	금융	MidCap	NASDAQ
NVCR	Novocure Ltd	헬스케어	MidCap	NASDAQ
PPBI	Pacific Premier	금융	MidCap	NASDAQ
FLYW	Flywire	산업	MidCap	NASDAQ
JJSF	J & J Snack Foods	필수소비재	MidCap	NASDAQ
WAFD	WaFd Inc	금융	MidCap	NASDAQ
AGYS	Agilysys	기술	MidCap	NASDAQ
TMDX	TransMedics	헬스케어	MidCap	NASDAQ
INTR	Inter and Co A	금융	MidCap	NASDAQ
AMRX	Amneal Pharma A	헬스케어	MidCap	NASDAQ
MIRM	Mirum Pharmaceuticals	헬스케어	MidCap	NASDAQ
EWTX	엣지와이즈	헬스케어	MidCap	NASDAQ
JBLU	제트블루 항공	산업	MidCap	NASDAQ
KYMR	Kymera	헬스케어	MidCap	NASDAQ
BANR	Banner Corp	금융	MidCap	NASDAQ
RNW	ReNew Energy Global	유틸리티	MidCap	NASDAQ
OSW	OneSpaWorld	소비순환재	MidCap	NASDAQ
PSNY	Polestar Automotive Holding A	소비순환재	MidCap	NASDAQ
HWKN	Hawkins	소재	MidCap	NASDAQ
TRMK	Trustmark Corp	금융	MidCap	NASDAQ
PTGX	Protagonist Therapeutics	헬스케어	MidCap	NASDAQ
APPN	애피안	기술	MidCap	NASDAQ
VC	Visteon	소비순환재	MidCap	NASDAQ
CERT	서타라	기술	MidCap	NASDAQ
ZD	Ziff Davis	기술	MidCap	NASDAQ
COCO	Vita Coco	필수소비재	MidCap	NASDAQ
LGND	리간드 파마	헬스케어	MidCap	NASDAQ
NBTB	NBT Bancorp Inc	금융	MidCap	NASDAQ
VICR	Vicor Corp	산업	MidCap	NASDAQ
EFSC	Enterprise Fin.	금융	MidCap	NASDAQ
CENTA	Centaurus 2002	필수소비재	MidCap	NASDAQ
CENT	Central Garden & Pet Co.	필수소비재	MidCap	NASDAQ
RPD	Rapid7 Inc	기술	MidCap	NASDAQ
CLOV	Clover Health Investments	헬스케어	MidCap	NASDAQ
LMAT	LeMaitre Vascular Inc	헬스케어	MidCap	NASDAQ
HRMY	하모니 바이오	헬스케어	MidCap	NASDAQ
SYBT	Stock Yards Bancorp	금융	MidCap	NASDAQ
KLIC	Kulicke and Soffa	기술	MidCap	NASDAQ
TNDM	Tandem Diabetes Care	헬스케어	MidCap	NASDAQ
ARCB	ArcBest Corp	산업	MidCap	NASDAQ
UPWK	업워크	산업	MidCap	NASDAQ
EXTR	Extreme Network	기술	MidCap	NASDAQ
CGON	CG Oncology	헬스케어	MidCap	NASDAQ
IBKR	Interactive Broke	금융	LargeCap	NASDAQ
MRVL	마벨 테크놀로지	기술	LargeCap	NASDAQ
EQIX	에퀴닉스	부동산	LargeCap	NASDAQ
DASH	도어대시	기술	LargeCap	NASDAQ
CME	CME그룹	금융	LargeCap	NASDAQ
FTNT	포티넷	기술	LargeCap	NASDAQ
MSTR	마이크로스트래티지	기술	LargeCap	NASDAQ
CTAS	신타스	산업	LargeCap	NASDAQ
TEAM	아틀라시안	기술	LargeCap	NASDAQ
CDNS	케이든스디자인시스템	기술	LargeCap	NASDAQ
SNPS	시놉시스	기술	LargeCap	NASDAQ
MDLZ	몬델리즈 인터내셔널	필수소비재	LargeCap	NASDAQ
MAR	메리어트인터내셔널	소비순환재	LargeCap	NASDAQ
PYPL	페이팔 홀딩스	산업	LargeCap	NASDAQ
ORLY	오릴리 오토모티브	소비순환재	LargeCap	NASDAQ
REGN	리제네론 파마슈티컬스	헬스케어	LargeCap	NASDAQ
COIN	코인베이스	기술	LargeCap	NASDAQ
WDAY	워크데이	기술	LargeCap	NASDAQ
ADSK	오토데스크	기술	LargeCap	NASDAQ
CSX	CSX	산업	LargeCap	NASDAQ
ROP	로퍼 테크놀로지	기술	LargeCap	NASDAQ
HOOD	Robinhood Markets	기술	LargeCap	NASDAQ
CPRT	코파츠	기술	LargeCap	NASDAQ
CHTR	차터커뮤니케이션	기술	LargeCap	NASDAQ
NXPI	NXP세미컨덕터즈	기술	LargeCap	NASDAQ
PCAR	파카	산업	LargeCap	NASDAQ
AEP	아메리칸 일렉트릭 파워	유틸리티	LargeCap	NASDAQ
PAYX	페이첵스	산업	LargeCap	NASDAQ
AXON	엑슨 엔터프라이즈	산업	LargeCap	NASDAQ
MNST	몬스터 베버리지	필수소비재	LargeCap	NASDAQ
NDAQ	나스닥	금융	LargeCap	NASDAQ
BKR	Baker Hughes	에너지	LargeCap	NASDAQ
FANG	다이아몬드백 에너지	에너지	LargeCap	NASDAQ
ROST	로스 스토어스	소비순환재	LargeCap	NASDAQ
CTSH	코그니전트 테크놀로지 솔루션 A	기술	LargeCap	NASDAQ
LULU	룰루레몬	소비순환재	LargeCap	NASDAQ
DDOG	데이터독	기술	LargeCap	NASDAQ
ODFL	올드 도미니언 프레이트 라인	산업	LargeCap	NASDAQ
EXC	엑셀론	유틸리티	LargeCap	NASDAQ
KDP	큐리그 닥터 페퍼	필수소비재	LargeCap	NASDAQ
FAST	패스널	산업	LargeCap	NASDAQ
GEHC	GE HealthCare	헬스케어	LargeCap	NASDAQ
VRSK	베리스크 어낼리틱스	기술	LargeCap	NASDAQ
TTD	The Trade Desk	기술	LargeCap	NASDAQ
XEL	엑셀 에너지	유틸리티	LargeCap	NASDAQ
CCEP	Coca-Cola European	필수소비재	LargeCap	NASDAQ
TTWO	테이크투인터랙티브 소프트웨어	기술	LargeCap	NASDAQ
IDXX	아이덱스 래버러토리스	헬스케어	LargeCap	NASDAQ
DXCM	덱스컴	헬스케어	LargeCap	NASDAQ
KHC	크래프트 하인즈	필수소비재	LargeCap	NASDAQ
UAL	유나이티드 항공	산업	LargeCap	NASDAQ
EA	일렉트로닉 아츠	기술	LargeCap	NASDAQ
EBAY	이베이	기술	LargeCap	NASDAQ
ALNY	Alnylam Pharma	헬스케어	LargeCap	NASDAQ
ACGL	Arch Capital	금융	LargeCap	NASDAQ
MPWR	모놀리틱 파워	기술	LargeCap	NASDAQ
ZS	지스케일러	기술	LargeCap	NASDAQ
WTW	윌리스	금융	LargeCap	NASDAQ
TSCO	트랙터 서플라이	소비순환재	LargeCap	NASDAQ
CSGP	코스타 그룹	기술	LargeCap	NASDAQ
TW	Tradeweb Markets	금융	LargeCap	NASDAQ
MCHP	마이크로칩 테크	기술	LargeCap	NASDAQ
ANSS	앤시스	기술	LargeCap	NASDAQ
FITB	피프스 서드 뱅코프	금융	LargeCap	NASDAQ
FCNCA	First Citizens Bancshares	금융	LargeCap	NASDAQ
BNTX	바이오앤테크	헬스케어	LargeCap	NASDAQ
SMCI	Super Micro	기술	LargeCap	NASDAQ
LPLA	LPL Financial	금융	LargeCap	NASDAQ
DKNG	드래프트킹스	소비순환재	LargeCap	NASDAQ
ZM	줌 비디오 커뮤니케이션	기술	LargeCap	NASDAQ
EXPE	익스피디아	소비순환재	LargeCap	NASDAQ
LI	리오토	소비순환재	LargeCap	NASDAQ
AFRM	어펌 홀딩스	기술	LargeCap	NASDAQ
WBD	워너 브라더스 디스커버리	소비순환재	LargeCap	NASDAQ
CDW	CDW Corp	기술	LargeCap	NASDAQ
FOXA	폭스 코퍼레이션	소비순환재	LargeCap	NASDAQ
FOX	폭스 B	소비순환재	LargeCap	NASDAQ
CHKP	체크포인트 소프트웨어 테크놀로지스	기술	LargeCap	NASDAQ
EXE	Expand Energy	에너지	LargeCap	NASDAQ
FWONK	Liberty Media Formula C	소비순환재	LargeCap	NASDAQ
FWONA	Liberty Media Formula A	소비순환재	LargeCap	NASDAQ
HBAN	헌팅턴 뱅크셰어스	금융	LargeCap	NASDAQ
NTAP	넷앱	기술	LargeCap	NASDAQ
TROW	티 로우 프라이스	금융	LargeCap	NASDAQ
GFS	GlobalFoundries	기술	LargeCap	NASDAQ
WDC	웨스턴 디지털	기술	LargeCap	NASDAQ
NTRA	Natera Inc	헬스케어	LargeCap	NASDAQ
SBAC	SBA커뮤니케이션	부동산	LargeCap	NASDAQ
SSNC	SS&C Tech	기술	LargeCap	NASDAQ
ON	온 세미컨덕터	기술	LargeCap	NASDAQ
NTRS	노던 트러스트	금융	LargeCap	NASDAQ
VRSN	베리사인	기술	LargeCap	NASDAQ
TPG	TPG Inc	금융	LargeCap	NASDAQ
MDB	MongoDB	기술	LargeCap	NASDAQ
STX	씨게이트	기술	LargeCap	NASDAQ
CINF	신시내티 파이낸셜	금융	LargeCap	NASDAQ
STLD	Steel Dynamics	소재	LargeCap	NASDAQ
PTC	Parametric Tech	기술	LargeCap	NASDAQ
ERIE	Erie Indemnity Co	금융	LargeCap	NASDAQ
BIIB	Biogen	헬스케어	LargeCap	NASDAQ
GRAB	그랩	기술	LargeCap	NASDAQ
PODD	Insulet Corp	헬스케어	LargeCap	NASDAQ
PFG	Principal Financial	금융	LargeCap	NASDAQ
Z	Zillow C	부동산	LargeCap	NASDAQ
ZG	Zillow Group Inc	부동산	LargeCap	NASDAQ
DUOL	Duolingo	기술	LargeCap	NASDAQ
WMG	Warner Music	소비순환재	LargeCap	NASDAQ
NTNX	Nutanix	기술	LargeCap	NASDAQ
RPRX	Royalty Pharma	헬스케어	LargeCap	NASDAQ
TER	테라다인	기술	LargeCap	NASDAQ
TRMB	Trimble	기술	LargeCap	NASDAQ
NWSA	뉴스 코퍼레이션	소비순환재	LargeCap	NASDAQ
NWS	21세기 폭스	소비순환재	LargeCap	NASDAQ
FFIV	F5 네트웍스	기술	LargeCap	NASDAQ
SOFI	SoFi Technologies	금융	LargeCap	NASDAQ
AUR	Aurora Innovation	기술	LargeCap	NASDAQ
SFM	Sprouts Farmers	필수소비재	LargeCap	NASDAQ
DOCU	도큐사인	기술	LargeCap	NASDAQ
COO	쿠퍼 컴퍼니스	헬스케어	LargeCap	NASDAQ
FSLR	퍼스트 솔라	에너지	LargeCap	NASDAQ
JBHT	J.B 헌트트랜스포트서비스	산업	LargeCap	NASDAQ
GEN	Gen Digital	기술	LargeCap	NASDAQ
ULTA	울타 뷰티	소비순환재	LargeCap	NASDAQ
FUTU	푸투 홀딩스	기술	LargeCap	NASDAQ
AZPN	Aspen Technology Inc	기술	LargeCap	NASDAQ
UTHR	유나이티드 테라퓨틱스	헬스케어	LargeCap	NASDAQ
OKTA	옥타	기술	LargeCap	NASDAQ
ZBRA	Zebra Tech	기술	LargeCap	NASDAQ
FLEX	Flex	기술	LargeCap	NASDAQ
ENTG	Entegris Inc	기술	LargeCap	NASDAQ
CASY	케이시제너럴스토어	필수소비재	LargeCap	NASDAQ
ILMN	일루미나	헬스케어	LargeCap	NASDAQ
SYM	Symbotic	산업	LargeCap	NASDAQ
MNDY	Monday.Com	기술	LargeCap	NASDAQ
LNT	얼라이언트 에너지	유틸리티	LargeCap	NASDAQ
ARCC	아레스 캐피털	금융	LargeCap	NASDAQ
ALGN	얼라인테크놀로지	헬스케어	LargeCap	NASDAQ
DLTR	달러트리	소비순환재	LargeCap	NASDAQ
ICLR	ICON PLC	헬스케어	LargeCap	NASDAQ
EVRG	에버지	유틸리티	LargeCap	NASDAQ
AKAM	아카마이	기술	LargeCap	NASDAQ
BSY	벤틀리 시스템즈	기술	LargeCap	NASDAQ
MBLY	Mobileye Global	기술	LargeCap	NASDAQ
ROKU	로쿠	소비순환재	LargeCap	NASDAQ
RIVN	리비안	소비순환재	LargeCap	NASDAQ
ALAB	Astera Labs	기술	LargeCap	NASDAQ
LINE	Lineage	부동산	LargeCap	NASDAQ
HOLX	홀로직	헬스케어	LargeCap	NASDAQ
INSM	Insmed	헬스케어	LargeCap	NASDAQ
TEM	Tempus AI	헬스케어	LargeCap	NASDAQ
RKLB	Rocket Lab USA	산업	LargeCap	NASDAQ
MORN	Morningstar	산업	LargeCap	NASDAQ
GLPI	Gaming & Leisure Properties	부동산	LargeCap	NASDAQ
SAIL	Sailpoint		LargeCap	NASDAQ
